education_id,degree_name,field,level,specialization
ED_00876,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00877,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00878,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00879,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00880,AWS Certified Developer,Cloud,Certification,AWS
ED_00881,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00882,Master of Business Administration,Business,Master,General
ED_00883,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00884,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00885,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00886,Master of Business Administration,Business,Master,General
ED_00887,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00888,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00889,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00890,CompTIA Security+,Security,Certification,Security
ED_00891,Master of Business Administration,Business,Master,General
ED_00892,Master of Science in Data Science,Data Science,Master,General
ED_00893,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00894,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00895,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00896,CompTIA Security+,Security,Certification,Security
ED_00897,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00898,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00899,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00900,Certified Ethical Hacker,Security,Certification,Security
ED_00901,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00902,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00903,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00904,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00905,PhD in Computer Science,Computer Science,PhD,General
ED_00906,Master of Science in Data Science,Data Science,Master,General
ED_00907,Certified Ethical Hacker,Security,Certification,Security
ED_00908,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00909,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00910,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00911,Certified Ethical Hacker,Security,Certification,Security
ED_00912,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00913,Certified Ethical Hacker,Security,Certification,Security
ED_00914,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00915,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00916,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00917,CompTIA Security+,Security,Certification,Security
ED_00918,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00919,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00920,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00921,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00922,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00923,CompTIA Security+,Security,Certification,Security
ED_00924,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00925,Master of Science in Data Science,Data Science,Master,General
ED_00926,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00927,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00928,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00929,Certified Ethical Hacker,Security,Certification,Security
ED_00930,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00931,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00932,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00933,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00934,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00935,Certified Ethical Hacker,Security,Certification,Security
ED_00936,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00937,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00938,Master of Business Administration,Business,Master,General
ED_00939,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00940,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00941,CompTIA Security+,Security,Certification,Security
ED_00942,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00943,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00944,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00945,Master of Science in Data Science,Data Science,Master,General
ED_00946,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00947,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00948,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00949,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00950,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00951,Master of Business Administration,Business,Master,General
ED_00952,PhD in Computer Science,Computer Science,PhD,General
ED_00953,Certified Ethical Hacker,Security,Certification,Security
ED_00954,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00955,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00956,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00957,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00958,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00959,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00960,PhD in Computer Science,Computer Science,PhD,General
ED_00961,Master of Science in Data Science,Data Science,Master,General
ED_00962,Master of Science in Data Science,Data Science,Master,General
ED_00963,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00964,AWS Certified Developer,Cloud,Certification,AWS
ED_00965,PhD in Computer Science,Computer Science,PhD,General
ED_00966,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_00967,PhD in Computer Science,Computer Science,PhD,General
ED_00968,Master of Science in Data Science,Data Science,Master,General
ED_00969,Master of Business Administration,Business,Master,General
ED_00970,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_00971,Master of Business Administration,Business,Master,General
ED_00972,Certified Ethical Hacker,Security,Certification,Security
ED_00973,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00974,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_00975,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00976,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00977,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_00978,CompTIA Security+,Security,Certification,Security
ED_00979,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_00980,Master of Business Administration,Business,Master,General
ED_00981,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00982,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00983,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_00984,AWS Certified Developer,Cloud,Certification,AWS
ED_00985,CompTIA Security+,Security,Certification,Security
ED_00986,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00987,PhD in Computer Science,Computer Science,PhD,General
ED_00988,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00989,AWS Certified Developer,Cloud,Certification,AWS
ED_00990,CompTIA Security+,Security,Certification,Security
ED_00991,Master of Science in Data Science,Data Science,Master,General
ED_00992,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_00993,PhD in Computer Science,Computer Science,PhD,General
ED_00994,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_00995,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_00996,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_00997,Master of Science in Data Science,Data Science,Master,General
ED_00998,Master of Science in Data Science,Data Science,Master,General
ED_00999,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01000,Master of Business Administration,Business,Master,General
ED_01001,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01002,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01003,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01004,Certified Ethical Hacker,Security,Certification,Security
ED_01005,Certified Ethical Hacker,Security,Certification,Security
ED_01006,AWS Certified Developer,Cloud,Certification,AWS
ED_01007,PhD in Computer Science,Computer Science,PhD,General
ED_01008,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01009,Master of Business Administration,Business,Master,General
ED_01010,Certified Ethical Hacker,Security,Certification,Security
ED_01011,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01012,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01013,Certified Ethical Hacker,Security,Certification,Security
ED_01014,Master of Business Administration,Business,Master,General
ED_01015,Master of Science in Data Science,Data Science,Master,General
ED_01016,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01017,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01018,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01019,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01020,AWS Certified Developer,Cloud,Certification,AWS
ED_01021,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01022,Master of Business Administration,Business,Master,General
ED_01023,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01024,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01025,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01026,PhD in Computer Science,Computer Science,PhD,General
ED_01027,Master of Science in Data Science,Data Science,Master,General
ED_01028,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01029,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01030,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01031,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01032,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01033,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01034,AWS Certified Developer,Cloud,Certification,AWS
ED_01035,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01036,CompTIA Security+,Security,Certification,Security
ED_01037,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01038,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01039,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01040,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01041,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01042,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01043,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01044,CompTIA Security+,Security,Certification,Security
ED_01045,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01046,AWS Certified Developer,Cloud,Certification,AWS
ED_01047,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01048,Master of Business Administration,Business,Master,General
ED_01049,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01050,AWS Certified Developer,Cloud,Certification,AWS
ED_01051,CompTIA Security+,Security,Certification,Security
ED_01052,Master of Business Administration,Business,Master,General
ED_01053,Certified Ethical Hacker,Security,Certification,Security
ED_01054,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01055,Master of Business Administration,Business,Master,General
ED_01056,Certified Ethical Hacker,Security,Certification,Security
ED_01057,Certified Ethical Hacker,Security,Certification,Security
ED_01058,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01059,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01060,CompTIA Security+,Security,Certification,Security
ED_01061,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01062,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01063,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01064,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01065,AWS Certified Developer,Cloud,Certification,AWS
ED_01066,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01067,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01068,Master of Science in Data Science,Data Science,Master,General
ED_01069,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01070,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01071,Master of Business Administration,Business,Master,General
ED_01072,AWS Certified Developer,Cloud,Certification,AWS
ED_01073,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01074,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01075,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01076,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01077,PhD in Computer Science,Computer Science,PhD,General
ED_01078,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01079,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01080,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01081,CompTIA Security+,Security,Certification,Security
ED_01082,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01083,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01084,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01085,AWS Certified Developer,Cloud,Certification,AWS
ED_01086,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01087,PhD in Computer Science,Computer Science,PhD,General
ED_01088,AWS Certified Developer,Cloud,Certification,AWS
ED_01089,Certified Ethical Hacker,Security,Certification,Security
ED_01090,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01091,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01092,Master of Science in Data Science,Data Science,Master,General
ED_01093,AWS Certified Developer,Cloud,Certification,AWS
ED_01094,Master of Business Administration,Business,Master,General
ED_01095,Master of Science in Data Science,Data Science,Master,General
ED_01096,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01097,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01098,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01099,CompTIA Security+,Security,Certification,Security
ED_01100,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01101,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01102,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01103,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01104,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01105,CompTIA Security+,Security,Certification,Security
ED_01106,PhD in Computer Science,Computer Science,PhD,General
ED_01107,Certified Ethical Hacker,Security,Certification,Security
ED_01108,AWS Certified Developer,Cloud,Certification,AWS
ED_01109,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01110,Master of Science in Data Science,Data Science,Master,General
ED_01111,AWS Certified Developer,Cloud,Certification,AWS
ED_01112,PhD in Computer Science,Computer Science,PhD,General
ED_01113,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01114,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01115,Master of Business Administration,Business,Master,General
ED_01116,CompTIA Security+,Security,Certification,Security
ED_01117,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01118,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01119,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01120,Certified Ethical Hacker,Security,Certification,Security
ED_01121,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01122,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01123,Certified Ethical Hacker,Security,Certification,Security
ED_01124,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01125,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01126,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01127,CompTIA Security+,Security,Certification,Security
ED_01128,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01129,CompTIA Security+,Security,Certification,Security
ED_01130,Certified Ethical Hacker,Security,Certification,Security
ED_01131,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01132,Master of Business Administration,Business,Master,General
ED_01133,PhD in Computer Science,Computer Science,PhD,General
ED_01134,Master of Business Administration,Business,Master,General
ED_01135,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01136,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01137,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01138,Master of Business Administration,Business,Master,General
ED_01139,Master of Business Administration,Business,Master,General
ED_01140,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01141,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01142,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01143,PhD in Computer Science,Computer Science,PhD,General
ED_01144,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01145,Certified Ethical Hacker,Security,Certification,Security
ED_01146,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01147,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01148,PhD in Computer Science,Computer Science,PhD,General
ED_01149,CompTIA Security+,Security,Certification,Security
ED_01150,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01151,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01152,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01153,CompTIA Security+,Security,Certification,Security
ED_01154,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01155,CompTIA Security+,Security,Certification,Security
ED_01156,Master of Science in Data Science,Data Science,Master,General
ED_01157,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01158,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01159,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01160,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01161,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01162,Certified Ethical Hacker,Security,Certification,Security
ED_01163,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01164,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01165,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01166,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01167,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01168,PhD in Computer Science,Computer Science,PhD,General
ED_01169,Master of Business Administration,Business,Master,General
ED_01170,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01171,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01172,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01173,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01174,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01175,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01176,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01177,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01178,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01179,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01180,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01181,AWS Certified Developer,Cloud,Certification,AWS
ED_01182,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01183,Master of Business Administration,Business,Master,General
ED_01184,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01185,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01186,CompTIA Security+,Security,Certification,Security
ED_01187,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01188,Master of Business Administration,Business,Master,General
ED_01189,Certified Ethical Hacker,Security,Certification,Security
ED_01190,AWS Certified Developer,Cloud,Certification,AWS
ED_01191,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01192,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01193,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01194,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01195,Master of Business Administration,Business,Master,General
ED_01196,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01197,AWS Certified Developer,Cloud,Certification,AWS
ED_01198,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01199,Master of Science in Data Science,Data Science,Master,General
ED_01200,PhD in Computer Science,Computer Science,PhD,General
ED_01201,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01202,Master of Business Administration,Business,Master,General
ED_01203,AWS Certified Developer,Cloud,Certification,AWS
ED_01204,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01205,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01206,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01207,CompTIA Security+,Security,Certification,Security
ED_01208,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01209,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01210,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01211,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01212,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01213,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01214,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01215,PhD in Computer Science,Computer Science,PhD,General
ED_01216,Certified Ethical Hacker,Security,Certification,Security
ED_01217,PhD in Computer Science,Computer Science,PhD,General
ED_01218,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01219,Master of Business Administration,Business,Master,General
ED_01220,CompTIA Security+,Security,Certification,Security
ED_01221,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01222,Master of Business Administration,Business,Master,General
ED_01223,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01224,PhD in Computer Science,Computer Science,PhD,General
ED_01225,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01226,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01227,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01228,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01229,CompTIA Security+,Security,Certification,Security
ED_01230,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01231,Master of Science in Data Science,Data Science,Master,General
ED_01232,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01233,CompTIA Security+,Security,Certification,Security
ED_01234,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01235,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01236,CompTIA Security+,Security,Certification,Security
ED_01237,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01238,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01239,AWS Certified Developer,Cloud,Certification,AWS
ED_01240,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01241,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01242,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01243,Certified Ethical Hacker,Security,Certification,Security
ED_01244,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01245,CompTIA Security+,Security,Certification,Security
ED_01246,Master of Business Administration,Business,Master,General
ED_01247,AWS Certified Developer,Cloud,Certification,AWS
ED_01248,Master of Science in Data Science,Data Science,Master,General
ED_01249,AWS Certified Developer,Cloud,Certification,AWS
ED_01250,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01251,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01252,Certified Ethical Hacker,Security,Certification,Security
ED_01253,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01254,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01255,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01256,CompTIA Security+,Security,Certification,Security
ED_01257,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01258,PhD in Computer Science,Computer Science,PhD,General
ED_01259,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01260,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01261,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01262,CompTIA Security+,Security,Certification,Security
ED_01263,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01264,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01265,CompTIA Security+,Security,Certification,Security
ED_01266,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01267,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01268,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01269,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01270,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01271,AWS Certified Developer,Cloud,Certification,AWS
ED_01272,PhD in Computer Science,Computer Science,PhD,General
ED_01273,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01274,AWS Certified Developer,Cloud,Certification,AWS
ED_01275,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01276,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01277,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01278,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01279,PhD in Computer Science,Computer Science,PhD,General
ED_01280,AWS Certified Developer,Cloud,Certification,AWS
ED_01281,CompTIA Security+,Security,Certification,Security
ED_01282,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01283,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01284,Certified Ethical Hacker,Security,Certification,Security
ED_01285,Kubernetes Certified Application Developer,Cloud,Certification,Kubernetes
ED_01286,Master of Science in Artificial Intelligence,Computer Science,Master,AI
ED_01287,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01288,AWS Certified Developer,Cloud,Certification,AWS
ED_01289,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01290,AWS Certified Developer,Cloud,Certification,AWS
ED_01291,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01292,Certified Ethical Hacker,Security,Certification,Security
ED_01293,Master of Business Administration,Business,Master,General
ED_01294,PhD in Computer Science,Computer Science,PhD,General
ED_01295,PhD in Computer Science,Computer Science,PhD,General
ED_01296,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01297,Bachelor of Science in Computer Science,Computer Science,Bachelor,General
ED_01298,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01299,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01300,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01301,CompTIA Security+,Security,Certification,Security
ED_01302,AWS Certified Developer,Cloud,Certification,AWS
ED_01303,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01304,Certified Ethical Hacker,Security,Certification,Security
ED_01305,Microsoft Azure Solutions Architect,Cloud,Certification,Azure
ED_01306,AWS Certified Solutions Architect,Cloud,Certification,AWS
ED_01307,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01308,Master of Science in Machine Learning,Computer Science,Master,Machine Learning
ED_01309,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01310,Bachelor of Science in Software Engineering,Software Engineering,Bachelor,General
ED_01311,Google Cloud Professional Cloud Architect,Cloud,Certification,GCP
ED_01312,PhD in Machine Learning,Computer Science,PhD,Machine Learning
ED_01313,Master of Business Administration,Business,Master,General
ED_01314,Certified Ethical Hacker,Security,Certification,Security
ED_01315,Bachelor of Science in Data Science,Data Science,Bachelor,General
ED_01316,AWS Certified Developer,Cloud,Certification,AWS
