skill_id,skill_name,category,subcategory,difficulty,related_skills,demand_score,skill_text,skill_tokens_lemmas
SK_00479,google cloud platform (expert),web backend,general,advanced,,6.06,google cloud platform (expert) web backend general advanced,google cloud platform expert web backend general advance
SK_00480,google cloud platform (intermediate),web backend,general,advanced,,7.92,google cloud platform (intermediate) web backend general advanced,google cloud platform intermediate web backend general advance
SK_00481,javascript (advanced),web frontend,general,advanced,,9.07,javascript (advanced) web frontend general advanced,javascript advanced web frontend general advance
SK_00482,javascript (senior),web frontend,general,advanced,,9.98,javascript (senior) web frontend general advanced,javascript senior web frontend general advance
SK_00483,javascript (junior),web frontend,general,advanced,,9.63,javascript (junior) web frontend general advanced,javascript junior web frontend general advance
SK_00484,javascript (expert),web frontend,general,advanced,,8.81,javascript (expert) web frontend general advanced,javascript expert web frontend general advance
SK_00485,javascript (intermediate),web frontend,general,advanced,,8.98,javascript (intermediate) web frontend general advanced,javascript intermediate web frontend general advance
SK_00486,agile/scrum (advanced),soft skills,general,advanced,,6.86,agile/scrum (advanced) soft skills general advanced,agile scrum advanced soft skill general advanced
SK_00487,agile/scrum (senior),soft skills,general,advanced,,6.31,agile/scrum (senior) soft skills general advanced,agile scrum senior soft skill general advanced
SK_00488,agile/scrum (junior),soft skills,general,advanced,,7.84,agile/scrum (junior) soft skills general advanced,agile scrum junior soft skill general advanced
SK_00489,agile/scrum (expert),soft skills,general,advanced,,7.92,agile/scrum (expert) soft skills general advanced,agile scrum expert soft skill general advanced
SK_00490,agile/scrum (intermediate),soft skills,general,advanced,,6.99,agile/scrum (intermediate) soft skills general advanced,agile scrum intermediate soft skill general advanced
SK_00491,neural networks (advanced),ai/ml,general,advanced,,7.7,neural networks (advanced) ai/ml general advanced,neural network advanced ai ml general advance
SK_00492,neural networks (senior),ai/ml,general,advanced,,7.92,neural networks (senior) ai/ml general advanced,neural network senior ai ml general advance
SK_00493,neural networks (junior),ai/ml,general,advanced,,6.24,neural networks (junior) ai/ml general advanced,neural network junior ai ml general advance
SK_00494,neural networks (expert),ai/ml,general,advanced,,6.43,neural networks (expert) ai/ml general advanced,neural network expert ai ml general advance
SK_00495,neural networks (intermediate),ai/ml,general,advanced,,7.6,neural networks (intermediate) ai/ml general advanced,neural network intermediate ai ml general advance
SK_00496,transformers (advanced),ai/ml,general,advanced,,7.79,transformers (advanced) ai/ml general advanced,transformer advanced ai ml general advance
SK_00497,transformers (senior),ai/ml,general,advanced,,7.36,transformers (senior) ai/ml general advanced,transformer senior ai ml general advance
SK_00498,transformers (junior),ai/ml,general,advanced,,7.65,transformers (junior) ai/ml general advanced,transformer junior ai ml general advance
SK_00499,transformers (expert),ai/ml,general,advanced,,6.11,transformers (expert) ai/ml general advanced,transformer expert ai ml general advance
SK_00500,transformers (intermediate),ai/ml,general,advanced,,7.31,transformers (intermediate) ai/ml general advanced,transformer intermediate ai ml general advance
SK_00501,django (advanced),web backend,general,advanced,,7.41,django (advanced) web backend general advanced,django advanced web backend general advance
SK_00502,django (senior),web backend,general,advanced,,7.84,django (senior) web backend general advanced,django senior web backend general advance
SK_00503,django (junior),web backend,general,advanced,,7.16,django (junior) web backend general advanced,django junior web backend general advance
SK_00504,django (expert),web backend,general,advanced,,6.2,django (expert) web backend general advanced,django expert web backend general advance
SK_00505,django (intermediate),web backend,general,advanced,,7.0,django (intermediate) web backend general advanced,django intermediate web backend general advance
SK_00506,ssl/tls (advanced),security,general,advanced,,6.95,ssl/tls (advanced) security general advanced,ssl tls advanced security general advance
SK_00507,ssl/tls (senior),security,general,advanced,,7.25,ssl/tls (senior) security general advanced,ssl tls senior security general advance
SK_00508,ssl/tls (junior),security,general,advanced,,6.89,ssl/tls (junior) security general advanced,ssl tls junior security general advance
SK_00509,ssl/tls (expert),security,general,advanced,,7.41,ssl/tls (expert) security general advanced,ssl tls expert security general advance
SK_00510,ssl/tls (intermediate),security,general,advanced,,7.29,ssl/tls (intermediate) security general advanced,ssl tls intermediate security general advance
SK_00511,project management (advanced),soft skills,general,advanced,,7.32,project management (advanced) soft skills general advanced,project management advanced soft skill general advanced
SK_00512,project management (senior),soft skills,general,advanced,,7.76,project management (senior) soft skills general advanced,project management senior soft skill general advanced
SK_00513,project management (junior),soft skills,general,advanced,,6.0,project management (junior) soft skills general advanced,project management junior soft skill general advanced
SK_00514,project management (expert),soft skills,general,advanced,,6.1,project management (expert) soft skills general advanced,project management expert soft skill general advanced
SK_00515,project management (intermediate),soft skills,general,advanced,,7.66,project management (intermediate) soft skills general advanced,project management intermediate soft skill general advanced
SK_00516,jwt (advanced),security,general,advanced,,7.89,jwt (advanced) security general advanced,jwt advanced security general advance
SK_00517,jwt (senior),security,general,advanced,,6.31,jwt (senior) security general advanced,jwt senior security general advance
SK_00518,jwt (junior),security,general,advanced,,7.3,jwt (junior) security general advanced,jwt junior security general advance
SK_00519,jwt (expert),security,general,advanced,,6.0,jwt (expert) security general advanced,jwt expert security general advance
SK_00520,jwt (intermediate),security,general,advanced,,7.51,jwt (intermediate) security general advanced,jwt intermediate security general advance
SK_00521,rust (advanced),web backend,general,advanced,,7.73,rust (advanced) web backend general advanced,rust advanced web backend general advance
SK_00522,rust (senior),web backend,general,advanced,,6.94,rust (senior) web backend general advanced,rust senior web backend general advance
SK_00523,rust (junior),web backend,general,advanced,,6.94,rust (junior) web backend general advanced,rust junior web backend general advance
SK_00524,rust (expert),web backend,general,advanced,,7.71,rust (expert) web backend general advanced,rust expert web backend general advance
SK_00525,rust (intermediate),web backend,general,advanced,,7.65,rust (intermediate) web backend general advanced,rust intermediate web backend general advance
SK_00526,bert (advanced),ai/ml,general,advanced,,6.72,bert (advanced) ai/ml general advanced,bert advanced ai ml general advance
SK_00527,bert (senior),ai/ml,general,advanced,,6.43,bert (senior) ai/ml general advanced,bert senior ai ml general advance
SK_00528,bert (junior),ai/ml,general,advanced,,6.23,bert (junior) ai/ml general advanced,bert junior ai ml general advance
SK_00529,bert (expert),ai/ml,general,advanced,,7.75,bert (expert) ai/ml general advanced,bert expert ai ml general advance
SK_00530,bert (intermediate),ai/ml,general,advanced,,6.97,bert (intermediate) ai/ml general advanced,bert intermediate ai ml general advance
SK_00531,go (advanced),web backend,general,advanced,,6.09,go (advanced) web backend general advanced,go advanced web backend general advance
SK_00532,go (senior),web backend,general,advanced,,7.18,go (senior) web backend general advanced,go senior web backend general advance
SK_00533,go (junior),web backend,general,advanced,,6.72,go (junior) web backend general advanced,go junior web backend general advance
SK_00534,go (expert),web backend,general,advanced,,6.62,go (expert) web backend general advanced,go expert web backend general advance
SK_00535,go (intermediate),web backend,general,advanced,,7.33,go (intermediate) web backend general advanced,go intermediate web backend general advance
SK_00536,machine learning (advanced),ai/ml,general,advanced,,6.96,machine learning (advanced) ai/ml general advanced,machine learning advanced ai ml general advance
SK_00537,machine learning (senior),ai/ml,general,advanced,,6.31,machine learning (senior) ai/ml general advanced,machine learning senior ai ml general advance
SK_00538,machine learning (junior),ai/ml,general,advanced,,7.44,machine learning (junior) ai/ml general advanced,machine learning junior ai ml general advance
SK_00539,machine learning (expert),ai/ml,general,advanced,,6.53,machine learning (expert) ai/ml general advanced,machine learning expert ai ml general advance
SK_00540,machine learning (intermediate),ai/ml,general,advanced,,7.91,machine learning (intermediate) ai/ml general advanced,machine learning intermediate ai ml general advance
SK_00541,material ui (advanced),web frontend,general,advanced,,7.4,material ui (advanced) web frontend general advanced,material ui advanced web frontend general advance
SK_00542,material ui (senior),web frontend,general,advanced,,6.82,material ui (senior) web frontend general advanced,material ui senior web frontend general advance
SK_00543,material ui (junior),web frontend,general,advanced,,7.9,material ui (junior) web frontend general advanced,material ui junior web frontend general advance
SK_00544,material ui (expert),web frontend,general,advanced,,7.78,material ui (expert) web frontend general advanced,material ui expert web frontend general advance
SK_00545,material ui (intermediate),web frontend,general,advanced,,7.91,material ui (intermediate) web frontend general advanced,material ui intermediate web frontend general advance
SK_00546,message queues (advanced),web backend,general,advanced,,6.91,message queues (advanced) web backend general advanced,message queue advanced web backend general advance
SK_00547,message queues (senior),web backend,general,advanced,,6.72,message queues (senior) web backend general advanced,message queue senior web backend general advance
SK_00548,message queues (junior),web backend,general,advanced,,6.36,message queues (junior) web backend general advanced,message queue junior web backend general advance
SK_00549,message queues (expert),web backend,general,advanced,,7.8,message queues (expert) web backend general advanced,message queue expert web backend general advance
SK_00550,message queues (intermediate),web backend,general,advanced,,6.88,message queues (intermediate) web backend general advanced,message queue intermediate web backend general advance
SK_00551,gdpr (advanced),security,general,advanced,,6.27,gdpr (advanced) security general advanced,gdpr advanced security general advance
SK_00552,gdpr (senior),security,general,advanced,,7.9,gdpr (senior) security general advanced,gdpr senior security general advance
SK_00553,gdpr (junior),security,general,advanced,,6.41,gdpr (junior) security general advanced,gdpr junior security general advance
SK_00554,gdpr (expert),security,general,advanced,,7.28,gdpr (expert) security general advanced,gdpr expert security general advance
SK_00555,gdpr (intermediate),security,general,advanced,,7.76,gdpr (intermediate) security general advanced,gdpr intermediate security general advance
SK_00556,html/css (advanced),web frontend,general,advanced,,8.58,html/css (advanced) web frontend general advanced,html css advanced web frontend general advance
SK_00557,html/css (senior),web frontend,general,advanced,,9.52,html/css (senior) web frontend general advanced,html css senior web frontend general advance
SK_00558,html/css (junior),web frontend,general,advanced,,9.84,html/css (junior) web frontend general advanced,html css junior web frontend general advance
SK_00559,html/css (expert),web frontend,general,advanced,,9.59,html/css (expert) web frontend general advanced,html css expert web frontend general advance
SK_00560,html/css (intermediate),web frontend,general,advanced,,8.96,html/css (intermediate) web frontend general advanced,html css intermediate web frontend general advance
SK_00561,java (advanced),web backend,general,advanced,,6.39,java (advanced) web backend general advanced,java advanced web backend general advance
SK_00562,java (senior),web backend,general,advanced,,7.6,java (senior) web backend general advanced,java senior web backend general advance
SK_00563,java (junior),web backend,general,advanced,,7.05,java (junior) web backend general advanced,java junior web backend general advance
SK_00564,java (expert),web backend,general,advanced,,6.45,java (expert) web backend general advanced,java expert web backend general advance
SK_00565,java (intermediate),web backend,general,advanced,,7.92,java (intermediate) web backend general advanced,java intermediate web backend general advance
SK_00566,gpt (advanced),ai/ml,general,advanced,,7.78,gpt (advanced) ai/ml general advanced,gpt advanced ai ml general advance
SK_00567,gpt (senior),ai/ml,general,advanced,,6.02,gpt (senior) ai/ml general advanced,gpt senior ai ml general advance
SK_00568,gpt (junior),ai/ml,general,advanced,,7.48,gpt (junior) ai/ml general advanced,gpt junior ai ml general advance
SK_00569,gpt (expert),ai/ml,general,advanced,,6.42,gpt (expert) ai/ml general advanced,gpt expert ai ml general advance
SK_00570,gpt (intermediate),ai/ml,general,advanced,,6.82,gpt (intermediate) ai/ml general advanced,gpt intermediate ai ml general advance
SK_00571,cloud architecture (advanced),cloud & infrastructure,general,advanced,,7.83,cloud architecture (advanced) cloud & infrastructure general advanced,cloud architecture advanced cloud infrastructure general advance
SK_00572,cloud architecture (senior),cloud & infrastructure,general,advanced,,6.82,cloud architecture (senior) cloud & infrastructure general advanced,cloud architecture senior cloud infrastructure general advance
SK_00573,cloud architecture (junior),cloud & infrastructure,general,advanced,,6.14,cloud architecture (junior) cloud & infrastructure general advanced,cloud architecture junior cloud infrastructure general advance
SK_00574,cloud architecture (expert),cloud & infrastructure,general,advanced,,7.77,cloud architecture (expert) cloud & infrastructure general advanced,cloud architecture expert cloud infrastructure general advance
SK_00575,cloud architecture (intermediate),cloud & infrastructure,general,advanced,,6.64,cloud architecture (intermediate) cloud & infrastructure general advanced,cloud architecture intermediate cloud infrastructure general advance
SK_00576,critical thinking (advanced),soft skills,general,advanced,,6.64,critical thinking (advanced) soft skills general advanced,critical thinking advanced soft skill general advanced
SK_00577,critical thinking (senior),soft skills,general,advanced,,7.54,critical thinking (senior) soft skills general advanced,critical thinking senior soft skill general advanced
SK_00578,critical thinking (junior),soft skills,general,advanced,,7.83,critical thinking (junior) soft skills general advanced,critical thinking junior soft skill general advanced
SK_00579,critical thinking (expert),soft skills,general,advanced,,7.1,critical thinking (expert) soft skills general advanced,critical thinking expert soft skill general advanced
SK_00580,critical thinking (intermediate),soft skills,general,advanced,,7.68,critical thinking (intermediate) soft skills general advanced,critical thinking intermediate soft skill general advanced
SK_00581,keras (advanced),ai/ml,general,advanced,,7.78,keras (advanced) ai/ml general advanced,keras advanced ai ml general advance
SK_00582,keras (senior),ai/ml,general,advanced,,7.75,keras (senior) ai/ml general advanced,keras senior ai ml general advance
SK_00583,keras (junior),ai/ml,general,advanced,,7.99,keras (junior) ai/ml general advanced,keras junior ai ml general advance
SK_00584,keras (expert),ai/ml,general,advanced,,6.09,keras (expert) ai/ml general advanced,keras expert ai ml general advance
SK_00585,keras (intermediate),ai/ml,general,advanced,,7.01,keras (intermediate) ai/ml general advanced,keras intermediate ai ml general advance
SK_00586,tableau (advanced),data,general,advanced,,6.06,tableau (advanced) data general advanced,tableau advanced datum general advance
SK_00587,tableau (senior),data,general,advanced,,7.75,tableau (senior) data general advanced,tableau senior datum general advance
SK_00588,tableau (junior),data,general,advanced,,6.62,tableau (junior) data general advanced,tableau junior datum general advance
SK_00589,tableau (expert),data,general,advanced,,7.44,tableau (expert) data general advanced,tableau expert datum general advance
SK_00590,tableau (intermediate),data,general,advanced,,7.66,tableau (intermediate) data general advanced,tableau intermediate datum general advance
SK_00591,vue.js (advanced),web frontend,general,advanced,,6.05,vue.js (advanced) web frontend general advanced,vue.js advanced web frontend general advance
SK_00592,vue.js (senior),web frontend,general,advanced,,6.81,vue.js (senior) web frontend general advanced,vue.js senior web frontend general advance
SK_00593,vue.js (junior),web frontend,general,advanced,,7.9,vue.js (junior) web frontend general advanced,vue.js junior web frontend general advance
SK_00594,vue.js (expert),web frontend,general,advanced,,7.37,vue.js (expert) web frontend general advanced,vue.js expert web frontend general advance
SK_00595,vue.js (intermediate),web frontend,general,advanced,,6.49,vue.js (intermediate) web frontend general advanced,vue.js intermediate web frontend general advance
SK_00596,jest (advanced),web frontend,general,advanced,,6.01,jest (advanced) web frontend general advanced,jest advanced web frontend general advance
SK_00597,jest (senior),web frontend,general,advanced,,7.82,jest (senior) web frontend general advanced,jest senior web frontend general advance
SK_00598,jest (junior),web frontend,general,advanced,,6.75,jest (junior) web frontend general advanced,jest junior web frontend general advance
SK_00599,jest (expert),web frontend,general,advanced,,7.23,jest (expert) web frontend general advanced,jest expert web frontend general advance
SK_00600,jest (intermediate),web frontend,general,advanced,,7.76,jest (intermediate) web frontend general advanced,jest intermediate web frontend general advance
SK_00601,penetration testing (advanced),security,general,advanced,,6.59,penetration testing (advanced) security general advanced,penetration testing advanced security general advance
SK_00602,penetration testing (senior),security,general,advanced,,6.19,penetration testing (senior) security general advanced,penetration testing senior security general advance
SK_00603,penetration testing (junior),security,general,advanced,,7.5,penetration testing (junior) security general advanced,penetration testing junior security general advance
SK_00604,penetration testing (expert),security,general,advanced,,7.23,penetration testing (expert) security general advanced,penetration testing expert security general advance
SK_00605,penetration testing (intermediate),security,general,advanced,,7.65,penetration testing (intermediate) security general advanced,penetration testing intermediate security general advance
SK_00606,restful apis (advanced),web backend,general,advanced,,6.57,restful apis (advanced) web backend general advanced,restful apis advanced web backend general advance
SK_00607,restful apis (senior),web backend,general,advanced,,6.94,restful apis (senior) web backend general advanced,restful apis senior web backend general advance
SK_00608,restful apis (junior),web backend,general,advanced,,6.9,restful apis (junior) web backend general advanced,restful apis junior web backend general advance
SK_00609,restful apis (expert),web backend,general,advanced,,6.26,restful apis (expert) web backend general advanced,restful apis expert web backend general advance
SK_00610,restful apis (intermediate),web backend,general,advanced,,6.89,restful apis (intermediate) web backend general advanced,restful apis intermediate web backend general advance
SK_00611,data visualization (advanced),data,general,advanced,,6.06,data visualization (advanced) data general advanced,datum visualization advanced datum general advance
SK_00612,data visualization (senior),data,general,advanced,,7.29,data visualization (senior) data general advanced,datum visualization senior datum general advance
SK_00613,data visualization (junior),data,general,advanced,,7.03,data visualization (junior) data general advanced,datum visualization junior datum general advance
SK_00614,data visualization (expert),data,general,advanced,,6.33,data visualization (expert) data general advanced,datum visualization expert datum general advance
SK_00615,data visualization (intermediate),data,general,advanced,,6.71,data visualization (intermediate) data general advanced,datum visualization intermediate datum general advance
SK_00616,big data (advanced),data,general,advanced,,7.88,big data (advanced) data general advanced,big datum advanced datum general advance
SK_00617,big data (senior),data,general,advanced,,6.42,big data (senior) data general advanced,big datum senior datum general advance
SK_00618,big data (junior),data,general,advanced,,6.56,big data (junior) data general advanced,big datum junior datum general advance
SK_00619,big data (expert),data,general,advanced,,7.03,big data (expert) data general advanced,big datum expert datum general advance
SK_00620,big data (intermediate),data,general,advanced,,6.92,big data (intermediate) data general advanced,big datum intermediate datum general advance
SK_00621,redis (advanced),web backend,general,advanced,,7.49,redis (advanced) web backend general advanced,redis advanced web backend general advance
SK_00622,redis (senior),web backend,general,advanced,,6.58,redis (senior) web backend general advanced,redis senior web backend general advance
SK_00623,redis (junior),web backend,general,advanced,,6.75,redis (junior) web backend general advanced,redis junior web backend general advance
SK_00624,redis (expert),web backend,general,advanced,,7.77,redis (expert) web backend general advanced,redis expert web backend general advance
SK_00625,redis (intermediate),web backend,general,advanced,,6.1,redis (intermediate) web backend general advanced,redis intermediate web backend general advance
SK_00626,scikit-learn (advanced),ai/ml,general,advanced,,6.73,scikit-learn (advanced) ai/ml general advanced,scikit learn advanced ai ml general advance
SK_00627,scikit-learn (senior),ai/ml,general,advanced,,6.47,scikit-learn (senior) ai/ml general advanced,scikit learn senior ai ml general advance
SK_00628,scikit-learn (junior),ai/ml,general,advanced,,6.31,scikit-learn (junior) ai/ml general advanced,scikit learn junior ai ml general advance
SK_00629,scikit-learn (expert),ai/ml,general,advanced,,7.41,scikit-learn (expert) ai/ml general advanced,scikit learn expert ai ml general advance
SK_00630,scikit-learn (intermediate),ai/ml,general,advanced,,6.14,scikit-learn (intermediate) ai/ml general advanced,scikit learn intermediate ai ml general advance
SK_00631,application security (advanced),security,general,advanced,,6.36,application security (advanced) security general advanced,application security advanced security general advance
SK_00632,application security (senior),security,general,advanced,,7.69,application security (senior) security general advanced,application security senior security general advance
SK_00633,application security (junior),security,general,advanced,,6.71,application security (junior) security general advanced,application security junior security general advance
SK_00634,application security (expert),security,general,advanced,,6.4,application security (expert) security general advanced,application security expert security general advance
SK_00635,application security (intermediate),security,general,advanced,,7.95,application security (intermediate) security general advanced,application security intermediate security general advance
SK_00636,monitoring tools (advanced),cloud & infrastructure,general,advanced,,7.05,monitoring tools (advanced) cloud & infrastructure general advanced,monitoring tool advanced cloud infrastructure general advance
SK_00637,monitoring tools (senior),cloud & infrastructure,general,advanced,,6.11,monitoring tools (senior) cloud & infrastructure general advanced,monitoring tool senior cloud infrastructure general advance
SK_00638,monitoring tools (junior),cloud & infrastructure,general,advanced,,7.66,monitoring tools (junior) cloud & infrastructure general advanced,monitoring tool junior cloud infrastructure general advance
SK_00639,monitoring tools (expert),cloud & infrastructure,general,advanced,,6.37,monitoring tools (expert) cloud & infrastructure general advanced,monitoring tool expert cloud infrastructure general advance
SK_00640,monitoring tools (intermediate),cloud & infrastructure,general,advanced,,7.38,monitoring tools (intermediate) cloud & infrastructure general advanced,monitoring tool intermediate cloud infrastructure general advance
SK_00641,bash (advanced),devops,general,advanced,,6.47,bash (advanced) devops general advanced,bash advanced devop general advance
SK_00642,bash (senior),devops,general,advanced,,7.3,bash (senior) devops general advanced,bash senior devop general advance
SK_00643,bash (junior),devops,general,advanced,,6.77,bash (junior) devops general advanced,bash junior devop general advance
SK_00644,bash (expert),devops,general,advanced,,6.97,bash (expert) devops general advanced,bash expert devop general advance
SK_00645,bash (intermediate),devops,general,advanced,,7.91,bash (intermediate) devops general advanced,bash intermediate devop general advance
SK_00646,github actions (advanced),cloud & infrastructure,general,beginner,,7.97,github actions (advanced) cloud & infrastructure general beginner,github action advanced cloud infrastructure general beginner
SK_00647,github actions (senior),cloud & infrastructure,general,beginner,,7.58,github actions (senior) cloud & infrastructure general beginner,github action senior cloud infrastructure general beginner
SK_00648,github actions (junior),cloud & infrastructure,general,beginner,,7.8,github actions (junior) cloud & infrastructure general beginner,github action junior cloud infrastructure general beginner
SK_00649,github actions (expert),cloud & infrastructure,general,beginner,,7.86,github actions (expert) cloud & infrastructure general beginner,github action expert cloud infrastructure general beginner
SK_00650,github actions (intermediate),cloud & infrastructure,general,beginner,,6.24,github actions (intermediate) cloud & infrastructure general beginner,github action intermediate cloud infrastructure general beginner
SK_00651,redux (advanced),web frontend,general,advanced,,6.83,redux (advanced) web frontend general advanced,redux advanced web frontend general advance
SK_00652,redux (senior),web frontend,general,advanced,,7.32,redux (senior) web frontend general advanced,redux senior web frontend general advance
SK_00653,redux (junior),web frontend,general,advanced,,8.0,redux (junior) web frontend general advanced,redux junior web frontend general advance
SK_00654,redux (expert),web frontend,general,advanced,,7.53,redux (expert) web frontend general advanced,redux expert web frontend general advance
SK_00655,redux (intermediate),web frontend,general,advanced,,6.79,redux (intermediate) web frontend general advanced,redux intermediate web frontend general advance
SK_00656,aws (advanced),cloud & infrastructure,general,advanced,,9.43,aws (advanced) cloud & infrastructure general advanced,aw advanced cloud infrastructure general advance
SK_00657,aws (senior),cloud & infrastructure,general,advanced,,9.07,aws (senior) cloud & infrastructure general advanced,aw senior cloud infrastructure general advance
SK_00658,aws (junior),cloud & infrastructure,general,advanced,,9.12,aws (junior) cloud & infrastructure general advanced,aw junior cloud infrastructure general advance
SK_00659,aws (expert),cloud & infrastructure,general,advanced,,8.74,aws (expert) cloud & infrastructure general advanced,aw expert cloud infrastructure general advance
SK_00660,aws (intermediate),cloud & infrastructure,general,advanced,,9.42,aws (intermediate) cloud & infrastructure general advanced,aw intermediate cloud infrastructure general advance
SK_00661,vulnerability assessment (advanced),security,general,advanced,,6.42,vulnerability assessment (advanced) security general advanced,vulnerability assessment advanced security general advance
SK_00662,vulnerability assessment (senior),security,general,advanced,,6.33,vulnerability assessment (senior) security general advanced,vulnerability assessment senior security general advance
SK_00663,vulnerability assessment (junior),security,general,advanced,,6.64,vulnerability assessment (junior) security general advanced,vulnerability assessment junior security general advance
SK_00664,vulnerability assessment (expert),security,general,advanced,,6.51,vulnerability assessment (expert) security general advanced,vulnerability assessment expert security general advance
SK_00665,vulnerability assessment (intermediate),security,general,advanced,,7.39,vulnerability assessment (intermediate) security general advanced,vulnerability assessment intermediate security general advance
SK_00666,etl (advanced),data,general,advanced,,6.59,etl (advanced) data general advanced,etl advanced datum general advance
SK_00667,etl (senior),data,general,advanced,,7.77,etl (senior) data general advanced,etl senior datum general advance
SK_00668,etl (junior),data,general,advanced,,6.46,etl (junior) data general advanced,etl junior datum general advance
SK_00669,etl (expert),data,general,advanced,,6.87,etl (expert) data general advanced,etl expert datum general advance
SK_00670,etl (intermediate),data,general,advanced,,7.2,etl (intermediate) data general advanced,etl intermediate datum general advance
SK_00671,threat modeling (advanced),security,general,advanced,,7.91,threat modeling (advanced) security general advanced,threat modeling advanced security general advance
SK_00672,threat modeling (senior),security,general,advanced,,6.37,threat modeling (senior) security general advanced,threat modeling senior security general advance
SK_00673,threat modeling (junior),security,general,advanced,,6.87,threat modeling (junior) security general advanced,threat modeling junior security general advance
SK_00674,threat modeling (expert),security,general,advanced,,7.33,threat modeling (expert) security general advanced,threat modeling expert security general advance
SK_00675,threat modeling (intermediate),security,general,advanced,,7.15,threat modeling (intermediate) security general advanced,threat modeling intermediate security general advance
SK_00676,sql (advanced),data,general,intermediate,,7.36,sql (advanced) data general intermediate,sql advanced datum general intermediate
SK_00677,sql (senior),data,general,intermediate,,7.45,sql (senior) data general intermediate,sql senior datum general intermediate
SK_00678,sql (junior),data,general,intermediate,,6.8,sql (junior) data general intermediate,sql junior datum general intermediate
SK_00679,sql (expert),data,general,intermediate,,6.67,sql (expert) data general intermediate,sql expert datum general intermediate
SK_00680,sql (intermediate),data,general,intermediate,,7.87,sql (intermediate) data general intermediate,sql intermediate datum general intermediate
SK_00681,graphql (advanced),web backend,general,advanced,,7.72,graphql (advanced) web backend general advanced,graphql advanced web backend general advance
SK_00682,graphql (senior),web backend,general,advanced,,7.01,graphql (senior) web backend general advanced,graphql senior web backend general advance
SK_00683,graphql (junior),web backend,general,advanced,,7.68,graphql (junior) web backend general advanced,graphql junior web backend general advance
SK_00684,graphql (expert),web backend,general,advanced,,6.46,graphql (expert) web backend general advanced,graphql expert web backend general advance
SK_00685,graphql (intermediate),web backend,general,advanced,,7.68,graphql (intermediate) web backend general advanced,graphql intermediate web backend general advance
SK_00686,infrastructure automation (advanced),devops,general,advanced,,6.35,infrastructure automation (advanced) devops general advanced,infrastructure automation advanced devop general advance
SK_00687,infrastructure automation (senior),devops,general,advanced,,6.12,infrastructure automation (senior) devops general advanced,infrastructure automation senior devop general advance
SK_00688,infrastructure automation (junior),devops,general,advanced,,6.74,infrastructure automation (junior) devops general advanced,infrastructure automation junior devop general advance
SK_00689,infrastructure automation (expert),devops,general,advanced,,6.79,infrastructure automation (expert) devops general advanced,infrastructure automation expert devop general advance
SK_00690,infrastructure automation (intermediate),devops,general,advanced,,7.37,infrastructure automation (intermediate) devops general advanced,infrastructure automation intermediate devop general advance
SK_00691,cloud security (advanced),security,general,advanced,,6.41,cloud security (advanced) security general advanced,cloud security advanced security general advance
SK_00692,cloud security (senior),security,general,advanced,,6.15,cloud security (senior) security general advanced,cloud security senior security general advance
SK_00693,cloud security (junior),security,general,advanced,,6.39,cloud security (junior) security general advanced,cloud security junior security general advance
SK_00694,cloud security (expert),security,general,advanced,,6.37,cloud security (expert) security general advanced,cloud security expert security general advance
SK_00695,cloud security (intermediate),security,general,advanced,,7.41,cloud security (intermediate) security general advanced,cloud security intermediate security general advance
SK_00696,negotiation (advanced),web backend,general,advanced,,6.02,negotiation (advanced) web backend general advanced,negotiation advanced web backend general advance
SK_00697,negotiation (senior),web backend,general,advanced,,6.61,negotiation (senior) web backend general advanced,negotiation senior web backend general advance
SK_00698,negotiation (junior),web backend,general,advanced,,7.29,negotiation (junior) web backend general advanced,negotiation junior web backend general advance
SK_00699,negotiation (expert),web backend,general,advanced,,6.41,negotiation (expert) web backend general advanced,negotiation expert web backend general advance
SK_00700,negotiation (intermediate),web backend,general,advanced,,6.93,negotiation (intermediate) web backend general advanced,negotiation intermediate web backend general advance
SK_00701,mongodb (advanced),web backend,general,advanced,,6.3,mongodb (advanced) web backend general advanced,mongodb advanced web backend general advance
SK_00702,mongodb (senior),web backend,general,advanced,,6.44,mongodb (senior) web backend general advanced,mongodb senior web backend general advance
SK_00703,mongodb (junior),web backend,general,advanced,,7.9,mongodb (junior) web backend general advanced,mongodb junior web backend general advance
SK_00704,mongodb (expert),web backend,general,advanced,,7.44,mongodb (expert) web backend general advanced,mongodb expert web backend general advance
SK_00705,mongodb (intermediate),web backend,general,advanced,,6.57,mongodb (intermediate) web backend general advanced,mongodb intermediate web backend general advance
SK_00706,python (advanced),ai/ml,general,intermediate,,9.09,python (advanced) ai/ml general intermediate,python advanced ai ml general intermediate
SK_00707,python (senior),ai/ml,general,intermediate,,9.56,python (senior) ai/ml general intermediate,python senior ai ml general intermediate
SK_00708,python (junior),ai/ml,general,intermediate,,8.59,python (junior) ai/ml general intermediate,python junior ai ml general intermediate
SK_00709,python (expert),ai/ml,general,intermediate,,8.77,python (expert) ai/ml general intermediate,python expert ai ml general intermediate
SK_00710,python (intermediate),ai/ml,general,intermediate,,9.53,python (intermediate) ai/ml general intermediate,python intermediate ai ml general intermediate
SK_00711,apache spark (advanced),data,general,advanced,,6.16,apache spark (advanced) data general advanced,apache spark advanced datum general advance
SK_00712,apache spark (senior),data,general,advanced,,6.06,apache spark (senior) data general advanced,apache spark senior datum general advance
SK_00713,apache spark (junior),data,general,advanced,,7.93,apache spark (junior) data general advanced,apache spark junior datum general advance
