job_id,job_title,field,industry,experience_level,education_required,required_skills,preferred_skills,job_type,location,salary_min,salary_max,remote_option,description
JOB_00821,Frontend Engineer,Frontend,Retail,Lead,Any,Time Management;ETL;Observability;Authentication;Linux,Stream Processing;Flask;Node.js,Contract,"Peshawar, Pakistan",15000,30000,On-site,Seeking Frontend Engineer with skills: Time Management;ETL;Observabil
JOB_00822,QA Engineer,QA,Transportation,Lead,Bachelor,FastAPI;Probability;Authorization;Cryptography;Application Security,JavaScript;Flask;Java,Full-time,"Denver, USA",52500,105000,Remote,Seeking QA Engineer with skills: FastAPI;Probability;Authorizat
JOB_00823,NLP Engineer,NLP,Retail,Senior,Master,Threat Modeling;SRE;Webpack;Database Management;DevOps,TensorFlow;Stream Processing;Adaptability,Full-time,"Miami, USA",35000,70000,Hybrid,Seeking NLP Engineer with skills: Threat Modeling;SRE;Webpack;Da
JOB_00824,Senior QA Engineer,Senior,E-commerce,Mid-level,Any,React;Database Management;Communication;Microservices;Responsive Design,FastAPI;Jenkins;Bash,Full-time,"Tokyo, Japan",5000,10000,On-site,Seeking Senior QA Engineer with skills: React;Database Management;Comm
JOB_00825,NLP Engineer,NLP,SaaS,Mid-level,Master,Bash;SRE;ETL;Python;Kubernetes,Security Architecture;Google Cloud Platform;Monitoring,Full-time,"Seattle, USA",17500,35000,Hybrid,Seeking NLP Engineer with skills: Bash;SRE;ETL;Python;Kubernetes
JOB_00826,Engineering Manager,Engineering,Gaming,Junior,Master,Monitoring Tools;Bootstrap;Vite;Data Warehouse;Critical Thinking,NLP;Vulnerability Assessment;Problem Solving,Hybrid,"Dubai, UAE",2000,5000,On-site,Seeking Engineering Manager with skills: Monitoring Tools;Bootstrap;Vit
JOB_00827,Cloud Architect,Cloud,InsurTech,Senior,Bachelor,PyTorch;CI/CD;Java;Angular;Jest,JavaScript;Feature Engineering;Data Warehouse,Contract,"Miami, USA",35000,70000,Hybrid,Seeking Cloud Architect with skills: PyTorch;CI/CD;Java;Angular;Jes
JOB_00828,Security Engineer,Security,Fintech,Lead,Bachelor,Cost Optimization;Web Accessibility;Tableau;Node.js;Auto Scaling,Elasticsearch;ETL;JavaScript,Contract,"Vancouver, Canada",37500,75000,On-site,Seeking Security Engineer with skills: Cost Optimization;Web Accessib
JOB_00829,React Developer,React,Technology,Junior,Master,Vite;Vue.js;Monitoring;Adaptability;Go,Node.js;Jest;Prometheus,Contract,"Islamabad, Pakistan",2000,5000,Remote,Seeking React Developer with skills: Vite;Vue.js;Monitoring;Adaptab
JOB_00830,Senior DevOps Engineer,Senior,Education,Mid-level,Bachelor,Reinforcement Learning;Infrastructure Automation;AWS;BERT;Svelte,Security Architecture;PyTorch;Go,Full-time,"New York, USA",17500,35000,Remote,Seeking Senior DevOps Engineer with skills: Reinforcement Learning;Infrast
JOB_00831,Systems Engineer,Systems,Transportation,Junior,Master,Svelte;Negotiation;Vulnerability Assessment;Database Management;GDPR,DevOps;Communication;Time Management,Full-time,"Bangkok, Thailand",2000,5000,On-site,Seeking Systems Engineer with skills: Svelte;Negotiation;Vulnerabili
JOB_00832,Director of Engineering,Director,Finance,Junior,Any,RESTful APIs;Cloud Security;Data Pipeline;GDPR;Presto,Vue.js;React;Cloud Security,Full-time,"Lahore, Pakistan",2000,5000,On-site,Seeking Director of Engineering with skills: RESTful APIs;Cloud Security;Da
JOB_00833,Senior Data Engineer,Senior,Gaming,Junior,Bachelor,Apache Spark;ISO 27001;CI/CD;Python;Node.js,Mentoring;Penetration Testing;Kubernetes,Contract,"Bangkok, Thailand",2000,5000,Hybrid,Seeking Senior Data Engineer with skills: Apache Spark;ISO 27001;CI/CD;P
JOB_00834,Security Architect,Security,Retail,Mid-level,Bachelor,GraphQL;Django;Python;Authentication;JavaScript,NLP;React;Azure,Full-time,Hong Kong,5000,10000,Hybrid,Seeking Security Architect with skills: GraphQL;Django;Python;Authenti
JOB_00835,Solutions Engineer,Solutions,Travel,Mid-level,Any,React Testing Library;Node.js;ISO 27001;Message Queues;GraphQL,Database Management;Data Science;Transformers,Contract,"Toronto, Canada",12500,25000,Remote,Seeking Solutions Engineer with skills: React Testing Library;Node.js;
JOB_00836,Data Architect,Data,Technology,Junior,Any,Looker;Team Collaboration;Data Pipeline;React Testing Library;Jenkins,OAuth;Data Pipeline;ELK Stack,Hybrid,"Quetta, Pakistan",2000,5000,Hybrid,Seeking Data Architect with skills: Looker;Team Collaboration;Data
JOB_00837,Senior Frontend Engineer,Senior,Travel,Senior,Bachelor,JWT;Database Management;Container Orchestration;Power BI;MongoDB,Hive;CI/CD;Monitoring Tools,Full-time,"Faisalabad, Pakistan",10000,20000,Hybrid,Seeking Senior Frontend Engineer with skills: JWT;Database Management;Contai
JOB_00838,Kubernetes Engineer,Kubernetes,Transportation,Junior,Master,NLP;Security Compliance;Tailwind CSS;Stream Processing;Logging,API Gateway;Docker;Deep Learning,Hybrid,"San Francisco, USA",7000,17500,On-site,Seeking Kubernetes Engineer with skills: NLP;Security Compliance;Tailwi
JOB_00839,Node.js Developer,Node.js,Gaming,Mid-level,Any,Infrastructure as Code;Critical Thinking;Penetration Testing;MySQL;HTML/CSS,Flask;GraphQL;Agile/Scrum,Hybrid,"Chicago, USA",17500,35000,Hybrid,Seeking Node.js Developer with skills: Infrastructure as Code;Critica
JOB_00840,Backend Engineer,Backend,InsurTech,Senior,Any,Responsive Design;Prometheus;Kafka;RESTful APIs;Next.js,Grafana;Vite;GitHub Actions,Hybrid,"Islamabad, Pakistan",10000,20000,On-site,Seeking Backend Engineer with skills: Responsive Design;Prometheus;K
JOB_00841,Test Architect,Test,Telecommunications,Lead,Any,Tableau;Security Architecture;React Testing Library;Terraform;GitHub Actions,Kafka;Stream Processing;Reinforcement Learning,Contract,"Dubai, UAE",15000,30000,Remote,Seeking Test Architect with skills: Tableau;Security Architecture;
JOB_00842,Automation Engineer,Automation,Retail,Senior,Bachelor,Problem Solving;HTML/CSS;Hyperparameter Tuning;Reinforcement Learning;Hive,Terraform;React;Stream Processing,Contract,"Miami, USA",35000,70000,Hybrid,Seeking Automation Engineer with skills: Problem Solving;HTML/CSS;Hyper
JOB_00843,Games Engineer,Games,Automotive,Lead,Any,Leadership;Application Security;Terraform;PyTorch;Tailwind CSS,Python Scripting;Bash;Observability,Full-time,"Karachi, Pakistan",15000,30000,Hybrid,Seeking Games Engineer with skills: Leadership;Application Securit
JOB_00844,Senior Backend Engineer,Senior,Manufacturing,Mid-level,Any,Authorization;GraphQL;Kubernetes;Java;Network Security,Azure;Cloud Architecture;SRE,Contract,"Tokyo, Japan",5000,10000,On-site,Seeking Senior Backend Engineer with skills: Authorization;GraphQL;Kubernet
JOB_00845,Engineering Manager,Engineering,Transportation,Junior,Bachelor,Python Scripting;Hyperparameter Tuning;JavaScript;Logging;Data Visualization,Penetration Testing;Azure;HTML/CSS,Hybrid,"Los Angeles, USA",7000,17500,Hybrid,Seeking Engineering Manager with skills: Python Scripting;Hyperparamete
JOB_00846,Product Manager,Product,Energy,Lead,Master,ETL;AWS;Probability;Feature Engineering;Session Management,Application Security;Session Management;API Gateway,Full-time,"Faisalabad, Pakistan",15000,30000,Remote,Seeking Product Manager with skills: ETL;AWS;Probability;Feature En
JOB_00847,Games Engineer,Games,E-commerce,Junior,Master,GitHub Actions;Tailwind CSS;Mentoring;Big Data;Firewalls,GDPR;OWASP;AWS,Contract,"Miami, USA",7000,17500,Hybrid,Seeking Games Engineer with skills: GitHub Actions;Tailwind CSS;Me
JOB_00848,Systems Engineer,Systems,SaaS,Lead,Bachelor,Application Security;OWASP;Go;Load Balancing;Svelte,Scikit-learn;Security Compliance;Svelte,Contract,"Bangkok, Thailand",15000,30000,Remote,Seeking Systems Engineer with skills: Application Security;OWASP;Go;
JOB_00849,Senior Data Scientist,Senior,Fintech,Lead,Master,Time Management;Azure;Monitoring Tools;Next.js;Auto Scaling,Data Science;Kubernetes;Vulnerability Assessment,Contract,"Islamabad, Pakistan",15000,30000,Remote,Seeking Senior Data Scientist with skills: Time Management;Azure;Monitori
JOB_00850,Senior Data Scientist,Senior,Travel,Senior,Any,Firewalls;GraphQL;Grafana;Django;Feature Engineering,Data Science;Load Balancing;Data Pipeline,Contract,"New York, USA",35000,70000,Hybrid,Seeking Senior Data Scientist with skills: Firewalls;GraphQL;Grafana;Djan
JOB_00851,Backend Engineer,Backend,Energy,Senior,Any,Team Collaboration;Time Management;Web Accessibility;Transformers;Vue.js,Cloud Security;Azure;Data Pipeline,Full-time,"Boston, USA",35000,70000,Hybrid,Seeking Backend Engineer with skills: Team Collaboration;Time Manage
JOB_00852,Big Data Engineer,Big,InsurTech,Lead,Any,Leadership;Authorization;Python Scripting;Python;Load Balancing,Redis;SOC 2;Apache Flink,Hybrid,"London, UK",37500,75000,Remote,Seeking Big Data Engineer with skills: Leadership;Authorization;Pytho
JOB_00853,Frontend Engineer,Frontend,Manufacturing,Senior,Master,Monitoring;Performance Optimization;Bash;Application Security;Keras,Google Cloud Platform;MySQL;Machine Learning,Contract,"Sydney, Australia",10000,20000,On-site,Seeking Frontend Engineer with skills: Monitoring;Performance Optimiz
JOB_00854,Analytics Engineer,Analytics,Gaming,Senior,Any,Deep Learning;Monitoring Tools;Team Collaboration;Jenkins;JWT,Data Pipeline;Node.js;Data Visualization,Hybrid,"Austin, USA",35000,70000,On-site,Seeking Analytics Engineer with skills: Deep Learning;Monitoring Tools
JOB_00855,Python Developer,Python,Gaming,Senior,Any,Critical Thinking;Machine Learning;SRE;GDPR;Redux,OAuth;Application Security;Apache Spark,Contract,"Sydney, Australia",10000,20000,Remote,Seeking Python Developer with skills: Critical Thinking;Machine Lear
JOB_00856,Database Administrator,Database,Media,Lead,Master,Tailwind CSS;Leadership;Firewalls;Grafana;Looker,Linux;React Testing Library;Communication,Hybrid,"Tokyo, Japan",15000,30000,On-site,Seeking Database Administrator with skills: Tailwind CSS;Leadership;Firewa
JOB_00857,Site Reliability Engineer,Site,InsurTech,Junior,Any,Web Accessibility;Configuration Management;Computer Vision;Auto Scaling;Next.js,TensorFlow;Cloud Security;Material UI,Full-time,"Berlin, Germany",5000,12500,On-site,Seeking Site Reliability Engineer with skills: Web Accessibility;Configuratio
JOB_00858,Systems Engineer,Systems,Automotive,Lead,Master,TensorFlow;ISO 27001;Observability;Keras;Network Security,Webpack;MySQL;Tableau,Contract,"Mumbai, India",15000,30000,On-site,Seeking Systems Engineer with skills: TensorFlow;ISO 27001;Observabi
JOB_00859,Senior Security Engineer,Senior,Transportation,Mid-level,Master,Kafka;Data Science;Go;Power BI;Hive,Kubernetes;Reinforcement Learning;FastAPI,Full-time,"Sydney, Australia",5000,10000,Remote,Seeking Senior Security Engineer with skills: Kafka;Data Science;Go;Power BI
JOB_00860,NLP Engineer,NLP,Media,Junior,Bachelor,Infrastructure as Code;API Gateway;JavaScript;Machine Learning;Statistics,PostgreSQL;Zustand;Data Warehouse,Contract,"New York, USA",7000,17500,Hybrid,Seeking NLP Engineer with skills: Infrastructure as Code;API Gat
JOB_00861,VP of Engineering,VP,Logistics,Lead,Master,Agile/Scrum;AWS;Node.js;Cryptography;Go,MySQL;AWS;Incident Response,Full-time,"Austin, USA",52500,105000,Remote,Seeking VP of Engineering with skills: Agile/Scrum;AWS;Node.js;Crypto
JOB_00862,Analytics Engineer,Analytics,Telecommunications,Junior,Any,Configuration Management;SRE;GPT;Deep Learning;SOC 2,RESTful APIs;Data Warehouse;Infrastructure as Code,Contract,"Los Angeles, USA",7000,17500,Remote,Seeking Analytics Engineer with skills: Configuration Management;SRE;G
JOB_00863,Security Engineer,Security,Transportation,Lead,Bachelor,Webpack;Bash;GitHub Actions;GitLab CI;Material UI,Redux;GPT;PostgreSQL,Contract,"Karachi, Pakistan",15000,30000,Hybrid,Seeking Security Engineer with skills: Webpack;Bash;GitHub Actions;Gi
JOB_00864,Database Administrator,Database,Transportation,Mid-level,Master,React;Computer Vision;Vulnerability Assessment;PyTorch;Vite,Security Architecture;JWT;Svelte,Hybrid,"Islamabad, Pakistan",5000,10000,On-site,Seeking Database Administrator with skills: React;Computer Vision;Vulnerab
JOB_00865,Mobile Engineer,Mobile,Gaming,Junior,Bachelor,Cryptography;Material UI;Angular;Incident Response;Kafka,MySQL;Rust;Svelte,Contract,Hong Kong,2000,5000,Remote,Seeking Mobile Engineer with skills: Cryptography;Material UI;Angul
JOB_00866,TypeScript Developer,TypeScript,Manufacturing,Junior,Bachelor,Redis;Critical Thinking;Performance Optimization;Problem Solving;Apache Spark,AWS;Data Science;Material UI,Hybrid,"Multan, Pakistan",2000,5000,Remote,Seeking TypeScript Developer with skills: Redis;Critical Thinking;Perfor
JOB_00867,Games Engineer,Games,Manufacturing,Junior,Bachelor,Python;NLP;Problem Solving;Transformers;Cost Optimization,Security Architecture;Transformers;React Testing Library,Full-time,"Denver, USA",7000,17500,On-site,Seeking Games Engineer with skills: Python;NLP;Problem Solving;Tra
JOB_00868,Senior Frontend Engineer,Senior,Real Estate,Junior,Master,Flask;PyTorch;Bash;Adaptability;Authorization,Transformers;Hive;DevOps,Contract,Singapore,2000,5000,Remote,Seeking Senior Frontend Engineer with skills: Flask;PyTorch;Bash;Adaptabilit
JOB_00869,Cloud Security Engineer,Cloud,Finance,Junior,Any,Mentoring;Neural Networks;Docker;Azure;Hadoop,MongoDB;Incident Response;Negotiation,Contract,"London, UK",5000,12500,On-site,Seeking Cloud Security Engineer with skills: Mentoring;Neural Networks;Dock
JOB_00870,CTO,CTO,Technology,Senior,Bachelor,Firewalls;Load Balancing;Problem Solving;Incident Response;Microservices,Performance Optimization;Jest;Presto,Full-time,"Dubai, UAE",10000,20000,On-site,Seeking CTO with skills: Firewalls;Load Balancing;Probl
JOB_00871,Incident Response Engineer,Incident,Retail,Lead,Master,Linux;Feature Engineering;Network Security;Data Science;Apache Spark,Stream Processing;Linux;Presto,Contract,"Mumbai, India",15000,30000,On-site,Seeking Incident Response Engineer with skills: Linux;Feature Engineering;Netw
JOB_00872,Big Data Engineer,Big,Travel,Junior,Any,Statistics;Cloud Architecture;Adaptability;Observability;Keras,Material UI;Transformers;Terraform,Contract,"Multan, Pakistan",2000,5000,On-site,Seeking Big Data Engineer with skills: Statistics;Cloud Architecture;
JOB_00873,QA Engineer,QA,Logistics,Junior,Bachelor,GitLab CI;NLP;Cloud Security;Deep Learning;Network Security,Redis;Kafka;OAuth,Hybrid,"Rawalpindi, Pakistan",2000,5000,Remote,Seeking QA Engineer with skills: GitLab CI;NLP;Cloud Security;D
JOB_00874,QA Engineer,QA,Logistics,Senior,Any,Rust;PostgreSQL;Python Scripting;Adaptability;Angular,React Testing Library;Monitoring Tools;Session Management,Contract,"Chicago, USA",35000,70000,On-site,Seeking QA Engineer with skills: Rust;PostgreSQL;Python Scripti
JOB_00875,Analytics Engineer,Analytics,Travel,Senior,Any,Deep Learning;Hyperparameter Tuning;Flask;GDPR;Terraform,OAuth;Critical Thinking;Application Security,Full-time,"Peshawar, Pakistan",10000,20000,On-site,Seeking Analytics Engineer with skills: Deep Learning;Hyperparameter T
JOB_00876,NLP Engineer,NLP,Gaming,Senior,Any,JavaScript;Network Security;GitHub Actions;DevOps;Load Balancing,DevOps;Cloud Security;TensorFlow,Contract,"Quetta, Pakistan",10000,20000,Remote,Seeking NLP Engineer with skills: JavaScript;Network Security;Gi
JOB_00877,Software Architect,Software,Travel,Lead,Bachelor,Probability;Monitoring Tools;Application Security;Docker;Feature Engineering,Terraform;Network Security;MongoDB,Contract,"Portland, USA",52500,105000,Hybrid,Seeking Software Architect with skills: Probability;Monitoring Tools;A
JOB_00878,Machine Learning Engineer,Machine,Travel,Junior,Master,Vue.js;Redux;JavaScript;Incident Response;BERT,Kubernetes;Apache Spark;PyTorch,Hybrid,"Islamabad, Pakistan",2000,5000,Hybrid,Seeking Machine Learning Engineer with skills: Vue.js;Redux;JavaScript;Incide
JOB_00879,Product Manager,Product,SaaS,Lead,Bachelor,Cost Optimization;Feature Engineering;Express;Monitoring;Hyperparameter Tuning,Python Scripting;Firewalls;Python,Full-time,"London, UK",37500,75000,On-site,Seeking Product Manager with skills: Cost Optimization;Feature Engi
JOB_00880,Software Architect,Software,Telecommunications,Senior,Master,MySQL;Infrastructure as Code;SRE;Webpack;Vite,Probability;OWASP;CI/CD,Full-time,"Karachi, Pakistan",10000,20000,Hybrid,Seeking Software Architect with skills: MySQL;Infrastructure as Code;S
JOB_00881,Network Engineer,Network,SaaS,Senior,Any,Scikit-learn;Leadership;Keras;Model Evaluation;Auto Scaling,Mentoring;CI/CD;Redis,Full-time,"Tokyo, Japan",10000,20000,On-site,Seeking Network Engineer with skills: Scikit-learn;Leadership;Keras;
JOB_00882,Node.js Developer,Node.js,Real Estate,Lead,Bachelor,Transformers;Zustand;SOC 2;Data Science;Power BI,AWS;GDPR;Google Cloud Platform,Contract,"Bangalore, India",15000,30000,On-site,Seeking Node.js Developer with skills: Transformers;Zustand;SOC 2;Dat
JOB_00883,Senior Frontend Engineer,Senior,Transportation,Senior,Bachelor,Microservices;Tableau;Transformers;Configuration Management;Scikit-learn,Presto;Power BI;Grafana,Contract,"Manchester, UK",25000,50000,Hybrid,Seeking Senior Frontend Engineer with skills: Microservices;Tableau;Transfor
JOB_00884,Technical Lead,Technical,Energy,Senior,Master,HTML/CSS;FastAPI;JavaScript;Microservices;ETL,PyTorch;Responsive Design;Agile/Scrum,Full-time,"Bangalore, India",10000,20000,Hybrid,Seeking Technical Lead with skills: HTML/CSS;FastAPI;JavaScript;Mi
JOB_00885,Application Security Engineer,Application,Gaming,Senior,Bachelor,Hive;Machine Learning;Next.js;Session Management;Logging,Application Security;Feature Engineering;PyTorch,Contract,"Mumbai, India",10000,20000,Hybrid,Seeking Application Security Engineer with skills: Hive;Machine Learning;Next.js;
JOB_00886,Network Engineer,Network,Energy,Junior,Any,Network Security;Jest;Deep Learning;Power BI;Looker,Computer Vision;Database Management;Python Scripting,Contract,"Chicago, USA",7000,17500,On-site,Seeking Network Engineer with skills: Network Security;Jest;Deep Lea
JOB_00887,Senior Data Engineer,Senior,Fintech,Lead,Master,Threat Modeling;Hyperparameter Tuning;Vue.js;Python;Presto,Time Management;TypeScript;Database Management,Contract,"Boston, USA",52500,105000,Hybrid,Seeking Senior Data Engineer with skills: Threat Modeling;Hyperparameter
JOB_00888,Senior Security Engineer,Senior,InsurTech,Senior,Master,DevOps;Data Pipeline;Authorization;Adaptability;Go,Neural Networks;Infrastructure as Code;Communication,Full-time,"Mumbai, India",10000,20000,Remote,Seeking Senior Security Engineer with skills: DevOps;Data Pipeline;Authoriza
JOB_00889,Big Data Engineer,Big,Manufacturing,Senior,Master,Deep Learning;Jenkins;Reinforcement Learning;Monitoring Tools;TypeScript,Tableau;Elasticsearch;Machine Learning,Full-time,"Quetta, Pakistan",10000,20000,Hybrid,Seeking Big Data Engineer with skills: Deep Learning;Jenkins;Reinforc
JOB_00890,Senior Security Engineer,Senior,SaaS,Senior,Master,HTML/CSS;Vue.js;Elasticsearch;Cloud Architecture;Service Mesh,Problem Solving;CI/CD;Vue.js,Hybrid,Singapore,10000,20000,On-site,Seeking Senior Security Engineer with skills: HTML/CSS;Vue.js;Elasticsearch;
JOB_00891,Systems Engineer,Systems,SaaS,Lead,Any,Vue.js;Cost Optimization;Monitoring;Jenkins;TypeScript,Flask;Django;LLM,Contract,"Bangalore, India",15000,30000,On-site,Seeking Systems Engineer with skills: Vue.js;Cost Optimization;Monit
JOB_00892,Network Engineer,Network,Fintech,Mid-level,Any,ISO 27001;AWS;Network Security;Power BI;Grafana,GraphQL;NLP;Hive,Hybrid,"Miami, USA",17500,35000,Remote,Seeking Network Engineer with skills: ISO 27001;AWS;Network Security
JOB_00893,Senior Data Scientist,Senior,Finance,Junior,Bachelor,Statistics;Vue.js;Container Orchestration;ISO 27001;Negotiation,Data Science;Express;Docker,Hybrid,"Mumbai, India",2000,5000,Remote,Seeking Senior Data Scientist with skills: Statistics;Vue.js;Container Or
JOB_00894,Backend Engineer,Backend,Healthcare,Junior,Any,Bootstrap;Logging;DevOps;Stream Processing;RESTful APIs,Presto;Firewalls;Looker,Full-time,"San Francisco, USA",7000,17500,Hybrid,Seeking Backend Engineer with skills: Bootstrap;Logging;DevOps;Strea
JOB_00895,Mobile Engineer,Mobile,Healthcare,Mid-level,Bachelor,Service Mesh;Auto Scaling;Responsive Design;Terraform;Deep Learning,Monitoring Tools;Presto;Threat Modeling,Hybrid,"Vancouver, Canada",12500,25000,On-site,Seeking Mobile Engineer with skills: Service Mesh;Auto Scaling;Resp
JOB_00896,Technical Lead,Technical,Transportation,Junior,Any,Data Science;Monitoring Tools;Microservices;Vue.js;Big Data,Vue.js;Stream Processing;Java,Hybrid,"Seattle, USA",7000,17500,Remote,Seeking Technical Lead with skills: Data Science;Monitoring Tools;
JOB_00897,Kubernetes Engineer,Kubernetes,Fintech,Mid-level,Master,Critical Thinking;Apache Spark;SSL/TLS;Power BI;PyTorch,Azure;Message Queues;OWASP,Hybrid,"Multan, Pakistan",5000,10000,On-site,Seeking Kubernetes Engineer with skills: Critical Thinking;Apache Spark
JOB_00898,Senior Data Engineer,Senior,Travel,Mid-level,Any,Hive;Scikit-learn;Cryptography;Network Security;PyTorch,Logging;GitLab CI;Express,Contract,"Quetta, Pakistan",5000,10000,On-site,Seeking Senior Data Engineer with skills: Hive;Scikit-learn;Cryptography
JOB_00899,Kubernetes Engineer,Kubernetes,Media,Senior,Bachelor,Material UI;Kafka;NLP;Mentoring;Configuration Management,Python Scripting;Tableau;Nuxt.js,Contract,"Mumbai, India",10000,20000,Hybrid,Seeking Kubernetes Engineer with skills: Material UI;Kafka;NLP;Mentorin
JOB_00900,Big Data Engineer,Big,Fintech,Senior,Master,Bootstrap;Keras;Web Accessibility;Express;Java,Google Cloud Platform;Logging;Security Compliance,Full-time,"Toronto, Canada",25000,50000,Hybrid,Seeking Big Data Engineer with skills: Bootstrap;Keras;Web Accessibil
JOB_00901,Systems Engineer,Systems,Gaming,Lead,Any,Express;PostgreSQL;Database Management;RESTful APIs;Webpack,React;Statistics;JavaScript,Full-time,Singapore,15000,30000,Remote,Seeking Systems Engineer with skills: Express;PostgreSQL;Database Ma
JOB_00902,Solutions Engineer,Solutions,InsurTech,Mid-level,Any,Data Warehouse;Network Security;Leadership;Python;Threat Modeling,JavaScript;SQL;Microservices,Contract,"Boston, USA",17500,35000,On-site,Seeking Solutions Engineer with skills: Data Warehouse;Network Securit
JOB_00903,Senior QA Engineer,Senior,Education,Mid-level,Bachelor,JavaScript;Linux;Looker;AWS;Configuration Management,Go;Power BI;Network Security,Full-time,"Los Angeles, USA",17500,35000,Remote,Seeking Senior QA Engineer with skills: JavaScript;Linux;Looker;AWS;Co
JOB_00904,Big Data Engineer,Big,E-commerce,Lead,Any,Model Evaluation;ISO 27001;Angular;Observability;SSL/TLS,AWS;Looker;Data Warehouse,Hybrid,Hong Kong,15000,30000,On-site,Seeking Big Data Engineer with skills: Model Evaluation;ISO 27001;Ang
JOB_00905,Security Architect,Security,Travel,Senior,Master,Mentoring;Responsive Design;Node.js;Express;Data Pipeline,Data Science;GraphQL;Presto,Hybrid,"Faisalabad, Pakistan",10000,20000,Remote,Seeking Security Architect with skills: Mentoring;Responsive Design;No
JOB_00906,Automation Engineer,Automation,Energy,Mid-level,Bachelor,Cloud Security;Python;Team Collaboration;FastAPI;Auto Scaling,Material UI;Vue.js;Elasticsearch,Contract,"Sydney, Australia",5000,10000,Hybrid,Seeking Automation Engineer with skills: Cloud Security;Python;Team Col
JOB_00907,Analytics Engineer,Analytics,Energy,Mid-level,Master,Database Management;Tableau;Cost Optimization;Material UI;Bash,MongoDB;Deep Learning;Docker,Hybrid,"Berlin, Germany",12500,25000,Hybrid,Seeking Analytics Engineer with skills: Database Management;Tableau;Co
JOB_00908,Engineering Manager,Engineering,Finance,Senior,Any,Vue.js;Kafka;AWS;NLP;Node.js,Svelte;Go;ISO 27001,Full-time,"Bangkok, Thailand",10000,20000,Remote,Seeking Engineering Manager with skills: Vue.js;Kafka;AWS;NLP;Node.js
JOB_00909,CTO,CTO,Healthcare,Junior,Any,Adaptability;Cloud Security;Kafka;Application Security;Machine Learning,Leadership;Configuration Management;Cryptography,Contract,Hong Kong,2000,5000,Hybrid,Seeking CTO with skills: Adaptability;Cloud Security;Ka
JOB_00910,Games Engineer,Games,Technology,Lead,Bachelor,Leadership;Svelte;GitHub Actions;Redis;Google Cloud Platform,Model Evaluation;Data Warehouse;Angular,Hybrid,"Dubai, UAE",15000,30000,Hybrid,Seeking Games Engineer with skills: Leadership;Svelte;GitHub Actio
JOB_00911,DevOps Engineer,DevOps,Gaming,Lead,Master,Computer Vision;Data Pipeline;Transformers;Linux;Incident Response,JavaScript;Docker;DevOps,Hybrid,"Vancouver, Canada",37500,75000,On-site,Seeking DevOps Engineer with skills: Computer Vision;Data Pipeline;
JOB_00912,Security Engineer,Security,Travel,Junior,Master,Statistics;Negotiation;Transformers;Bootstrap;TypeScript,Application Security;Material UI;Terraform,Full-time,"Faisalabad, Pakistan",2000,5000,On-site,Seeking Security Engineer with skills: Statistics;Negotiation;Transfo
JOB_00913,Node.js Developer,Node.js,Media,Senior,Bachelor,SQL;Express;Prometheus;Probability;HTML/CSS,ISO 27001;Presto;Apache Flink,Full-time,"Denver, USA",35000,70000,Remote,Seeking Node.js Developer with skills: SQL;Express;Prometheus;Probabi
JOB_00914,Automation Engineer,Automation,Logistics,Junior,Master,GitLab CI;Data Warehouse;Statistics;Deep Learning;GDPR,LLM;AWS;Scikit-learn,Contract,"Boston, USA",7000,17500,Hybrid,Seeking Automation Engineer with skills: GitLab CI;Data Warehouse;Stati
JOB_00915,Mobile Engineer,Mobile,Real Estate,Lead,Master,Elasticsearch;SOC 2;Data Visualization;Time Management;Reinforcement Learning,FastAPI;GitHub Actions;Grafana,Contract,"San Francisco, USA",52500,105000,Hybrid,Seeking Mobile Engineer with skills: Elasticsearch;SOC 2;Data Visua
JOB_00916,Cloud Architect,Cloud,InsurTech,Mid-level,Master,Leadership;Looker;Load Balancing;GDPR;Python Scripting,Cryptography;BERT;Python,Contract,"Bangalore, India",5000,10000,On-site,Seeking Cloud Architect with skills: Leadership;Looker;Load Balanci
JOB_00917,Senior Machine Learning Engineer,Senior,Telecommunications,Junior,Master,Authentication;Angular;Prometheus;Zustand;SQL,Looker;BERT;Agile/Scrum,Full-time,"Boston, USA",7000,17500,Remote,Seeking Senior Machine Learning Engineer with skills: Authentication;Angular;Prometh
JOB_00918,Kubernetes Engineer,Kubernetes,Technology,Senior,Master,GDPR;Looker;Scikit-learn;Vite;Logging,Authentication;Bootstrap;PyTorch,Contract,"Islamabad, Pakistan",10000,20000,Hybrid,Seeking Kubernetes Engineer with skills: GDPR;Looker;Scikit-learn;Vite;
JOB_00919,Data Architect,Data,InsurTech,Mid-level,Bachelor,FastAPI;ISO 27001;Azure;Linux;Model Evaluation,Vulnerability Assessment;Big Data;Bootstrap,Hybrid,"Islamabad, Pakistan",5000,10000,Remote,Seeking Data Architect with skills: FastAPI;ISO 27001;Azure;Linux;
JOB_00920,Senior Frontend Engineer,Senior,EdTech,Senior,Bachelor,TypeScript;Deep Learning;Bootstrap;Observability;Flask,Hadoop;Zustand;Webpack,Hybrid,"Karachi, Pakistan",10000,20000,On-site,Seeking Senior Frontend Engineer with skills: TypeScript;Deep Learning;Boots
JOB_00921,QA Engineer,QA,Automotive,Mid-level,Any,CI/CD;Message Queues;Model Evaluation;Cryptography;Transformers,Microservices;Model Evaluation;Responsive Design,Contract,"Miami, USA",17500,35000,Hybrid,Seeking QA Engineer with skills: CI/CD;Message Queues;Model Eva
