mapping_id,job_title,skill_name,importance_weight,required_level
MAP_00897,Incident Response Engineer,Prometheus,0.73,Intermediate
MAP_00898,Incident Response Engineer,Cryptography,0.6,Advanced
MAP_00899,Incident Response Engineer,Azure,0.9,Beginner
MAP_00900,Senior Frontend Engineer,Power BI,0.99,Intermediate
MAP_00901,Senior Frontend Engineer,Deep Learning,0.74,Beginner
MAP_00902,AI/ML Architect,OWASP,0.93,Beginner
MAP_00903,AI/ML Architect,Web Accessibility,0.97,Beginner
MAP_00904,Systems Engineer,Next.js,0.62,Advanced
MAP_00905,Systems Engineer,Grafana,0.97,Advanced
MAP_00906,Systems Engineer,Observability,0.7,Advanced
MAP_00907,Mobile Engineer,Transformers,0.96,Intermediate
MAP_00908,Mobile Engineer,Google Cloud Platform,0.71,Intermediate
MAP_00909,Mobile Engineer,Next.js,0.99,Intermediate
MAP_00910,Mobile Engineer,Container Orchestration,0.62,Intermediate
MAP_00911,Kubernetes Engineer,Model Evaluation,0.86,Beginner
MAP_00912,Kubernetes Engineer,Adaptability,0.85,Beginner
MAP_00913,QA Engineer,Feature Engineering,0.92,Intermediate
MAP_00914,QA Engineer,Big Data,0.73,Beginner
MAP_00915,DevOps Engineer,Application Security,0.82,Beginner
MAP_00916,DevOps Engineer,HTML/CSS,0.98,Beginner
MAP_00917,DevOps Engineer,SSL/TLS,0.98,Beginner
MAP_00918,Senior Backend Engineer,Leadership,0.67,Advanced
MAP_00919,Senior Backend Engineer,DevOps,0.98,Advanced
MAP_00920,Senior Backend Engineer,Kubernetes,0.77,Advanced
MAP_00921,Solutions Engineer,MongoDB,0.66,Advanced
MAP_00922,Solutions Engineer,Hive,0.77,Advanced
MAP_00923,Solutions Engineer,Python,0.74,Advanced
MAP_00924,Backend Engineer,Leadership,0.93,Intermediate
MAP_00925,Backend Engineer,Responsive Design,0.94,Advanced
MAP_00926,Big Data Engineer,Cloud Architecture,0.78,Advanced
MAP_00927,Big Data Engineer,Penetration Testing,0.99,Intermediate
MAP_00928,Big Data Engineer,PyTorch,0.71,Beginner
MAP_00929,Database Administrator,Reinforcement Learning,0.89,Intermediate
MAP_00930,Database Administrator,Redux,0.68,Intermediate
MAP_00931,ML Ops Engineer,Microservices,0.83,Advanced
MAP_00932,ML Ops Engineer,Bash,0.78,Intermediate
MAP_00933,ML Ops Engineer,Apache Flink,0.88,Beginner
MAP_00934,Engineering Manager,Next.js,0.76,Beginner
MAP_00935,Engineering Manager,Penetration Testing,0.97,Advanced
MAP_00936,Engineering Manager,Data Visualization,0.66,Intermediate
MAP_00937,Python Developer,JavaScript,0.95,Advanced
MAP_00938,Python Developer,Time Management,0.83,Intermediate
MAP_00939,Python Developer,Next.js,0.99,Beginner
MAP_00940,Data Architect,Negotiation,0.65,Intermediate
MAP_00941,Data Architect,Model Evaluation,0.89,Advanced
MAP_00942,Data Architect,Vue.js,0.7,Intermediate
MAP_00943,Senior Frontend Engineer,Hive,0.84,Beginner
MAP_00944,Senior Frontend Engineer,Observability,0.82,Beginner
MAP_00945,Senior Frontend Engineer,Time Management,0.7,Intermediate
MAP_00946,Senior Security Engineer,Vulnerability Assessment,0.72,Advanced
MAP_00947,Senior Security Engineer,Monitoring,0.92,Advanced
MAP_00948,Senior Security Engineer,Vite,0.86,Beginner
MAP_00949,Senior Security Engineer,Keras,0.92,Intermediate
MAP_00950,Site Reliability Engineer,Rust,0.64,Intermediate
MAP_00951,Site Reliability Engineer,Jest,0.87,Intermediate
MAP_00952,Site Reliability Engineer,Docker,0.92,Beginner
MAP_00953,Site Reliability Engineer,Big Data,0.71,Advanced
MAP_00954,AWS Solutions Architect,CI/CD,0.93,Intermediate
MAP_00955,AWS Solutions Architect,JWT,0.79,Intermediate
MAP_00956,AI Research Scientist,Python,0.95,Advanced
MAP_00957,AI Research Scientist,CI/CD,0.8,Intermediate
MAP_00958,AI/ML Architect,Hadoop,0.77,Intermediate
MAP_00959,AI/ML Architect,Keras,0.95,Advanced
MAP_00960,Solutions Engineer,Agile/Scrum,0.85,Intermediate
MAP_00961,Solutions Engineer,Web Accessibility,0.78,Beginner
MAP_00962,AWS Solutions Architect,Jest,0.66,Advanced
MAP_00963,AWS Solutions Architect,Security Architecture,0.62,Advanced
MAP_00964,Full Stack Developer,Linux,0.79,Beginner
MAP_00965,Full Stack Developer,GPT,0.67,Advanced
MAP_00966,Full Stack Developer,Cost Optimization,0.89,Intermediate
MAP_00967,Full Stack Developer,SSL/TLS,0.83,Intermediate
MAP_00968,Machine Learning Engineer,Express,0.69,Beginner
MAP_00969,Machine Learning Engineer,Leadership,0.6,Advanced
MAP_00970,Games Engineer,Prometheus,0.89,Advanced
MAP_00971,Games Engineer,ETL,0.81,Beginner
MAP_00972,Games Engineer,Security Architecture,0.82,Beginner
MAP_00973,AI Research Scientist,Express,0.65,Intermediate
MAP_00974,AI Research Scientist,Webpack,0.92,Advanced
MAP_00975,Python Developer,Microservices,0.93,Advanced
MAP_00976,Python Developer,Agile/Scrum,0.75,Advanced
MAP_00977,TypeScript Developer,Linux,0.8,Advanced
MAP_00978,TypeScript Developer,OWASP,1.0,Intermediate
MAP_00979,Security Architect,Data Visualization,0.83,Intermediate
MAP_00980,Security Architect,Go,0.72,Advanced
MAP_00981,Security Architect,Java,0.81,Intermediate
MAP_00982,Security Architect,Hyperparameter Tuning,0.66,Beginner
MAP_00983,Engineering Manager,Time Management,0.66,Beginner
MAP_00984,Engineering Manager,DevOps,0.83,Advanced
MAP_00985,Engineering Manager,Cloud Security,0.72,Intermediate
MAP_00986,Engineering Manager,Django,0.73,Intermediate
MAP_00987,Machine Learning Engineer,MySQL,0.97,Beginner
MAP_00988,Machine Learning Engineer,Adaptability,0.81,Beginner
MAP_00989,Machine Learning Engineer,Computer Vision,1.0,Intermediate
MAP_00990,Machine Learning Engineer,Express,0.89,Intermediate
MAP_00991,Senior Data Engineer,Probability,0.95,Beginner
MAP_00992,Senior Data Engineer,Google Cloud Platform,0.82,Advanced
MAP_00993,Senior Data Engineer,PostgreSQL,0.89,Advanced
MAP_00994,Mobile Engineer,NLP,0.6,Intermediate
MAP_00995,Mobile Engineer,Responsive Design,0.93,Advanced
MAP_00996,Mobile Engineer,OWASP,0.81,Intermediate
MAP_00997,Mobile Engineer,Webpack,0.89,Intermediate
MAP_00998,Security Engineer,Vite,0.71,Advanced
MAP_00999,Security Engineer,Auto Scaling,0.75,Beginner
MAP_01000,Penetration Tester,Adaptability,0.77,Intermediate
MAP_01001,Penetration Tester,Angular,0.83,Advanced
MAP_01002,Penetration Tester,SRE,0.96,Beginner
MAP_01003,TypeScript Developer,Observability,0.93,Intermediate
MAP_01004,TypeScript Developer,Data Science,0.97,Intermediate
MAP_01005,Site Reliability Engineer,GraphQL,0.81,Advanced
MAP_01006,Site Reliability Engineer,Infrastructure as Code,0.73,Beginner
MAP_01007,Site Reliability Engineer,OAuth,0.61,Advanced
MAP_01008,Senior Frontend Engineer,AWS,0.64,Intermediate
MAP_01009,Senior Frontend Engineer,Grafana,0.87,Advanced
MAP_01010,Senior Frontend Engineer,Problem Solving,0.92,Advanced
MAP_01011,Penetration Tester,Adaptability,0.9,Intermediate
MAP_01012,Penetration Tester,Kafka,0.84,Intermediate
MAP_01013,Security Engineer,Application Security,0.65,Intermediate
MAP_01014,Security Engineer,OAuth,0.76,Advanced
MAP_01015,Security Engineer,Rust,0.64,Beginner
MAP_01016,Security Engineer,Node.js,0.86,Intermediate
MAP_01017,VP of Engineering,JWT,0.82,Intermediate
MAP_01018,VP of Engineering,LLM,0.89,Beginner
MAP_01019,VP of Engineering,Communication,0.67,Beginner
MAP_01020,Python Developer,FastAPI,0.86,Advanced
MAP_01021,Python Developer,Machine Learning,0.8,Advanced
MAP_01022,Python Developer,Infrastructure Automation,0.66,Intermediate
MAP_01023,Python Developer,Flask,0.75,Advanced
MAP_01024,Solutions Engineer,Prometheus,0.69,Advanced
MAP_01025,Solutions Engineer,Express,0.75,Advanced
MAP_01026,Solutions Engineer,Node.js,0.88,Intermediate
MAP_01027,Solutions Engineer,Adaptability,0.65,Beginner
MAP_01028,Test Architect,Service Mesh,0.92,Intermediate
MAP_01029,Test Architect,Prometheus,0.93,Advanced
MAP_01030,Test Architect,HTML/CSS,0.65,Beginner
MAP_01031,Senior DevOps Engineer,Observability,0.76,Beginner
MAP_01032,Senior DevOps Engineer,Time Management,0.88,Advanced
MAP_01033,Senior DevOps Engineer,Infrastructure as Code,0.74,Intermediate
MAP_01034,Database Administrator,Terraform,0.98,Beginner
MAP_01035,Database Administrator,MySQL,0.64,Advanced
MAP_01036,Senior Backend Engineer,Cloud Security,0.97,Beginner
MAP_01037,Senior Backend Engineer,Prometheus,0.77,Advanced
MAP_01038,Senior Backend Engineer,Monitoring Tools,0.87,Intermediate
MAP_01039,Senior Backend Engineer,Express,0.79,Advanced
MAP_01040,Data Scientist,Material UI,0.92,Advanced
MAP_01041,Data Scientist,Communication,0.81,Advanced
MAP_01042,Systems Engineer,Vite,0.82,Intermediate
MAP_01043,Systems Engineer,Kafka,0.87,Beginner
MAP_01044,Systems Engineer,Observability,0.7,Advanced
MAP_01045,Big Data Engineer,Linux,0.93,Advanced
MAP_01046,Big Data Engineer,Session Management,0.86,Beginner
MAP_01047,Big Data Engineer,Microservices,0.75,Beginner
MAP_01048,Big Data Engineer,RESTful APIs,0.64,Advanced
MAP_01049,Mobile Engineer,Apache Flink,0.84,Advanced
MAP_01050,Mobile Engineer,Go,0.75,Advanced
MAP_01051,Automation Engineer,Vue.js,0.71,Advanced
MAP_01052,Automation Engineer,OAuth,0.68,Intermediate
MAP_01053,Automation Engineer,Django,0.7,Beginner
MAP_01054,Infrastructure Engineer,HTML/CSS,1.0,Advanced
MAP_01055,Infrastructure Engineer,Docker,0.82,Advanced
MAP_01056,Infrastructure Engineer,Kafka,0.74,Advanced
MAP_01057,Infrastructure Engineer,Tailwind CSS,0.72,Intermediate
MAP_01058,Engineering Manager,Keras,0.88,Beginner
MAP_01059,Engineering Manager,Stream Processing,0.7,Advanced
MAP_01060,Engineering Manager,Java,0.72,Beginner
MAP_01061,Automation Engineer,Data Pipeline,0.87,Intermediate
MAP_01062,Automation Engineer,Keras,0.89,Advanced
MAP_01063,Automation Engineer,Threat Modeling,0.85,Beginner
MAP_01064,Technical Lead,Data Pipeline,0.65,Beginner
MAP_01065,Technical Lead,Agile/Scrum,0.84,Beginner
MAP_01066,Analytics Engineer,Model Evaluation,0.79,Beginner
MAP_01067,Analytics Engineer,Redux,0.9,Beginner
MAP_01068,Analytics Engineer,Elasticsearch,0.97,Intermediate
MAP_01069,Software Architect,Django,0.81,Intermediate
MAP_01070,Software Architect,Flask,0.97,Beginner
MAP_01071,Software Architect,GitLab CI,0.7,Intermediate
MAP_01072,Data Architect,GDPR,0.71,Beginner
MAP_01073,Data Architect,ETL,0.79,Intermediate
MAP_01074,ML Ops Engineer,React Testing Library,0.6,Advanced
MAP_01075,ML Ops Engineer,Nuxt.js,0.89,Advanced
MAP_01076,Engineering Manager,Cloud Security,0.66,Beginner
MAP_01077,Engineering Manager,Problem Solving,0.83,Beginner
MAP_01078,Engineering Manager,Tableau,0.75,Advanced
MAP_01079,Engineering Manager,Network Security,0.66,Beginner
MAP_01080,DevOps Engineer,Flask,0.62,Intermediate
MAP_01081,DevOps Engineer,ETL,0.69,Beginner
MAP_01082,DevOps Engineer,Project Management,0.78,Beginner
MAP_01083,Senior Frontend Engineer,Express,0.81,Beginner
MAP_01084,Senior Frontend Engineer,Communication,0.94,Beginner
MAP_01085,Senior Frontend Engineer,GitLab CI,0.88,Beginner
MAP_01086,Senior Frontend Engineer,Redux,0.62,Beginner
MAP_01087,Node.js Developer,Critical Thinking,0.93,Beginner
MAP_01088,Node.js Developer,Vite,0.66,Intermediate
MAP_01089,Node.js Developer,Configuration Management,0.7,Intermediate
MAP_01090,Senior Data Engineer,Power BI,0.62,Intermediate
MAP_01091,Senior Data Engineer,GraphQL,0.69,Advanced
MAP_01092,Technical Lead,Azure,0.69,Advanced
MAP_01093,Technical Lead,TensorFlow,0.83,Intermediate
MAP_01094,Infrastructure Engineer,AWS,0.96,Intermediate
MAP_01095,Infrastructure Engineer,Auto Scaling,0.8,Intermediate
MAP_01096,Backend Engineer,Tailwind CSS,0.78,Advanced
MAP_01097,Backend Engineer,Prometheus,0.62,Beginner
MAP_01098,Backend Engineer,OAuth,0.83,Beginner
MAP_01099,CTO,React Testing Library,0.75,Intermediate
MAP_01100,CTO,GitLab CI,0.66,Advanced
MAP_01101,CTO,Django,0.81,Beginner
MAP_01102,Kubernetes Engineer,SQL,0.63,Advanced
MAP_01103,Kubernetes Engineer,Cloud Security,1.0,Intermediate
MAP_01104,Kubernetes Engineer,MySQL,0.98,Advanced
MAP_01105,Python Developer,Cloud Architecture,0.88,Intermediate
MAP_01106,Python Developer,Monitoring Tools,0.91,Intermediate
MAP_01107,Python Developer,JWT,0.75,Intermediate
MAP_01108,Senior DevOps Engineer,Authentication,0.89,Intermediate
MAP_01109,Senior DevOps Engineer,Monitoring,0.77,Intermediate
MAP_01110,Games Engineer,Observability,0.69,Beginner
MAP_01111,Games Engineer,Zustand,0.69,Beginner
MAP_01112,Games Engineer,Python Scripting,0.87,Advanced
MAP_01113,QA Engineer,Bootstrap,0.77,Advanced
MAP_01114,QA Engineer,Web Accessibility,0.77,Intermediate
MAP_01115,NLP Engineer,Database Management,0.72,Intermediate
MAP_01116,NLP Engineer,SRE,0.69,Intermediate
MAP_01117,NLP Engineer,Responsive Design,0.87,Beginner
MAP_01118,Full Stack Developer,Machine Learning,0.79,Beginner
MAP_01119,Full Stack Developer,Vulnerability Assessment,0.71,Beginner
MAP_01120,Full Stack Developer,Next.js,0.79,Intermediate
MAP_01121,Cloud Security Engineer,Firewalls,0.83,Beginner
MAP_01122,Cloud Security Engineer,Java,0.75,Beginner
MAP_01123,Python Developer,Project Management,0.81,Intermediate
MAP_01124,Python Developer,Mentoring,0.82,Advanced
MAP_01125,Computer Vision Engineer,Cryptography,0.81,Advanced
MAP_01126,Computer Vision Engineer,Looker,0.69,Advanced
MAP_01127,Application Security Engineer,JavaScript,0.81,Beginner
MAP_01128,Application Security Engineer,Threat Modeling,0.65,Intermediate
MAP_01129,Application Security Engineer,Data Science,0.85,Advanced
MAP_01130,AI Research Scientist,Web Accessibility,0.86,Beginner
MAP_01131,AI Research Scientist,GDPR,0.82,Intermediate
MAP_01132,AI Research Scientist,Leadership,0.94,Beginner
MAP_01133,AI Research Scientist,Firewalls,0.85,Advanced
MAP_01134,AI Research Scientist,Authentication,0.79,Beginner
MAP_01135,AI Research Scientist,Network Security,0.74,Advanced
MAP_01136,Analytics Engineer,Deep Learning,0.97,Advanced
MAP_01137,Analytics Engineer,Stream Processing,0.67,Beginner
MAP_01138,Analytics Engineer,Database Management,0.91,Beginner
MAP_01139,Analytics Engineer,Python,0.72,Beginner
MAP_01140,Cloud Architect,Python,0.72,Advanced
MAP_01141,Cloud Architect,Security Compliance,0.95,Intermediate
MAP_01142,Cloud Architect,Scikit-learn,0.96,Intermediate
MAP_01143,Cloud Architect,Linux,0.67,Intermediate
MAP_01144,React Developer,BERT,0.62,Advanced
MAP_01145,React Developer,Responsive Design,0.92,Intermediate
MAP_01146,React Developer,Hadoop,0.66,Intermediate
MAP_01147,React Developer,Database Management,0.85,Intermediate
MAP_01148,Senior Data Engineer,Go,0.66,Beginner
MAP_01149,Senior Data Engineer,GitLab CI,0.92,Intermediate
MAP_01150,Senior Data Engineer,Performance Optimization,0.9,Beginner
MAP_01151,Senior Data Engineer,Authorization,0.77,Advanced
MAP_01152,Senior QA Engineer,Material UI,0.65,Advanced
MAP_01153,Senior QA Engineer,Django,0.8,Intermediate
MAP_01154,Senior QA Engineer,Flask,0.87,Intermediate
MAP_01155,Senior QA Engineer,Linux,0.67,Beginner
MAP_01156,Cloud Security Engineer,Redux,0.87,Advanced
MAP_01157,Cloud Security Engineer,Elasticsearch,0.83,Beginner
MAP_01158,Cloud Security Engineer,Authorization,0.84,Advanced
MAP_01159,Data Scientist,Monitoring Tools,0.61,Advanced
MAP_01160,Data Scientist,Google Cloud Platform,0.88,Intermediate
MAP_01161,Senior DevOps Engineer,Machine Learning,0.76,Intermediate
MAP_01162,Senior DevOps Engineer,Security Compliance,0.72,Advanced
MAP_01163,Senior DevOps Engineer,MongoDB,0.89,Advanced
MAP_01164,Senior DevOps Engineer,Database Management,0.73,Intermediate
MAP_01165,NLP Engineer,Infrastructure as Code,0.82,Intermediate
MAP_01166,NLP Engineer,Authorization,0.83,Intermediate
MAP_01167,NLP Engineer,Negotiation,0.83,Intermediate
MAP_01168,Data Engineer,Machine Learning,0.88,Advanced
MAP_01169,Data Engineer,Penetration Testing,0.62,Beginner
MAP_01170,Data Engineer,Vulnerability Assessment,0.88,Advanced
MAP_01171,CTO,Cost Optimization,0.7,Intermediate
MAP_01172,CTO,Flask,0.78,Advanced
MAP_01173,CTO,Negotiation,0.97,Advanced
MAP_01174,Senior Data Engineer,Google Cloud Platform,0.9,Advanced
MAP_01175,Senior Data Engineer,MySQL,0.93,Intermediate
MAP_01176,DevOps Engineer,Deep Learning,0.79,Intermediate
MAP_01177,DevOps Engineer,Express,0.69,Intermediate
MAP_01178,DevOps Engineer,Apache Spark,0.83,Intermediate
MAP_01179,VP of Engineering,ELK Stack,0.88,Advanced
MAP_01180,VP of Engineering,Cloud Architecture,0.87,Intermediate
MAP_01181,VP of Engineering,Hadoop,0.82,Advanced
MAP_01182,Technical Lead,Neural Networks,0.87,Beginner
MAP_01183,Technical Lead,PyTorch,0.75,Beginner
MAP_01184,Technical Lead,GDPR,0.98,Advanced
MAP_01185,Cloud Security Engineer,Deep Learning,0.73,Intermediate
MAP_01186,Cloud Security Engineer,SOC 2,0.75,Beginner
MAP_01187,Cloud Security Engineer,Infrastructure as Code,0.95,Beginner
MAP_01188,Network Engineer,Keras,0.93,Intermediate
MAP_01189,Network Engineer,Webpack,0.61,Advanced
MAP_01190,Network Engineer,Infrastructure Automation,0.81,Advanced
MAP_01191,Analytics Engineer,Application Security,0.92,Beginner
MAP_01192,Analytics Engineer,Incident Response,0.69,Beginner
MAP_01193,Analytics Engineer,Container Orchestration,0.79,Advanced
MAP_01194,Analytics Engineer,Logging,0.6,Intermediate
MAP_01195,Senior Security Engineer,Go,0.85,Advanced
MAP_01196,Senior Security Engineer,Infrastructure Automation,0.63,Beginner
MAP_01197,Senior Security Engineer,Tailwind CSS,0.82,Advanced
MAP_01198,Penetration Tester,Database Management,0.81,Beginner
MAP_01199,Penetration Tester,Negotiation,0.68,Intermediate
MAP_01200,Penetration Tester,Hyperparameter Tuning,0.79,Intermediate
MAP_01201,Senior Backend Engineer,Computer Vision,0.82,Beginner
MAP_01202,Senior Backend Engineer,JavaScript,0.74,Beginner
MAP_01203,Analytics Engineer,Reinforcement Learning,0.97,Advanced
MAP_01204,Analytics Engineer,Cloud Security,0.68,Intermediate
MAP_01205,ML Ops Engineer,Scikit-learn,0.61,Advanced
MAP_01206,ML Ops Engineer,Tailwind CSS,0.6,Intermediate
MAP_01207,Director of Engineering,Bash,0.79,Intermediate
MAP_01208,Director of Engineering,Infrastructure as Code,0.63,Intermediate
MAP_01209,Director of Engineering,Statistics,0.7,Advanced
MAP_01210,Director of Engineering,Kubernetes,0.75,Intermediate
MAP_01211,Security Engineer,Redux,0.76,Intermediate
MAP_01212,Security Engineer,Database Management,0.91,Beginner
MAP_01213,Site Reliability Engineer,Angular,0.68,Intermediate
MAP_01214,Site Reliability Engineer,Load Balancing,0.62,Advanced
MAP_01215,Site Reliability Engineer,Leadership,0.87,Beginner
MAP_01216,Data Engineer,Negotiation,0.63,Advanced
MAP_01217,Data Engineer,Responsive Design,0.65,Advanced
MAP_01218,Python Developer,Incident Response,0.71,Advanced
MAP_01219,Python Developer,Authentication,0.71,Intermediate
MAP_01220,CTO,Database Management,0.6,Beginner
MAP_01221,CTO,Svelte,0.77,Advanced
MAP_01222,CTO,Big Data,0.89,Intermediate
MAP_01223,Software Architect,Observability,0.75,Beginner
MAP_01224,Software Architect,Python Scripting,0.95,Advanced
MAP_01225,Senior Frontend Engineer,Deep Learning,0.7,Advanced
MAP_01226,Senior Frontend Engineer,Tableau,0.67,Advanced
MAP_01227,Product Manager,CI/CD,0.78,Advanced
MAP_01228,Product Manager,Hyperparameter Tuning,0.96,Intermediate
MAP_01229,Product Manager,Kafka,0.67,Beginner
MAP_01230,Product Manager,Go,0.91,Intermediate
MAP_01231,Test Architect,Time Management,0.98,Beginner
MAP_01232,Test Architect,Critical Thinking,0.62,Advanced
MAP_01233,Automation Engineer,Power BI,0.94,Advanced
MAP_01234,Automation Engineer,ELK Stack,0.99,Advanced
MAP_01235,Automation Engineer,Threat Modeling,0.98,Beginner
MAP_01236,Automation Engineer,Load Balancing,0.72,Advanced
MAP_01237,Product Manager,GDPR,0.79,Intermediate
MAP_01238,Product Manager,AWS,0.98,Advanced
MAP_01239,Product Manager,Angular,0.87,Advanced
MAP_01240,Product Manager,Threat Modeling,0.66,Advanced
MAP_01241,Application Security Engineer,Problem Solving,0.88,Beginner
MAP_01242,Application Security Engineer,Redis,0.79,Advanced
MAP_01243,Computer Vision Engineer,Cloud Architecture,0.92,Intermediate
MAP_01244,Computer Vision Engineer,GraphQL,0.71,Intermediate
MAP_01245,Software Architect,Docker,0.78,Beginner
MAP_01246,Software Architect,Critical Thinking,0.79,Beginner
MAP_01247,Cloud Architect,Data Pipeline,0.75,Intermediate
MAP_01248,Cloud Architect,Apache Spark,0.79,Advanced
MAP_01249,Cloud Architect,JavaScript,0.75,Advanced
MAP_01250,Cloud Architect,React,0.87,Advanced
MAP_01251,Kubernetes Engineer,Cost Optimization,1.0,Beginner
MAP_01252,Kubernetes Engineer,Penetration Testing,0.94,Beginner
MAP_01253,Kubernetes Engineer,RESTful APIs,0.98,Intermediate
MAP_01254,Kubernetes Engineer,Performance Optimization,0.97,Beginner
MAP_01255,Data Engineer,Adaptability,0.88,Advanced
MAP_01256,Data Engineer,Vulnerability Assessment,0.87,Advanced
MAP_01257,Data Engineer,LLM,0.85,Advanced
MAP_01258,Senior Security Engineer,Critical Thinking,0.85,Advanced
MAP_01259,Senior Security Engineer,Model Evaluation,0.72,Intermediate
MAP_01260,Full Stack Developer,GraphQL,0.82,Intermediate
MAP_01261,Full Stack Developer,Hadoop,0.98,Advanced
MAP_01262,Full Stack Developer,Observability,0.93,Beginner
MAP_01263,Full Stack Developer,Data Warehouse,0.65,Advanced
MAP_01264,Test Architect,Configuration Management,0.92,Beginner
MAP_01265,Test Architect,Zustand,0.76,Beginner
MAP_01266,Data Architect,Webpack,0.88,Beginner
MAP_01267,Data Architect,GPT,0.8,Beginner
MAP_01268,Data Architect,Looker,1.0,Intermediate
MAP_01269,Big Data Engineer,Critical Thinking,0.83,Beginner
MAP_01270,Big Data Engineer,Microservices,0.62,Intermediate
MAP_01271,Big Data Engineer,JWT,0.82,Intermediate
MAP_01272,Big Data Engineer,Presto,0.68,Beginner
MAP_01273,Systems Engineer,Prometheus,0.91,Intermediate
MAP_01274,Systems Engineer,Observability,0.95,Beginner
MAP_01275,Systems Engineer,Probability,0.84,Intermediate
MAP_01276,Data Architect,MongoDB,0.63,Beginner
MAP_01277,Data Architect,JWT,0.83,Intermediate
MAP_01278,Data Architect,Load Balancing,0.61,Beginner
MAP_01279,Data Architect,Authentication,0.73,Intermediate
MAP_01280,Cloud Security Engineer,ISO 27001,0.61,Intermediate
MAP_01281,Cloud Security Engineer,Tailwind CSS,0.73,Intermediate
MAP_01282,Test Architect,GPT,0.94,Intermediate
MAP_01283,Test Architect,Java,0.73,Advanced
MAP_01284,Test Architect,SSL/TLS,0.92,Intermediate
MAP_01285,AI Research Scientist,Microservices,0.77,Intermediate
MAP_01286,AI Research Scientist,Express,0.63,Intermediate
MAP_01287,AI Research Scientist,Agile/Scrum,0.73,Beginner
MAP_01288,Incident Response Engineer,Microservices,0.75,Beginner
MAP_01289,Incident Response Engineer,PostgreSQL,0.81,Intermediate
MAP_01290,Senior Security Engineer,Statistics,0.99,Advanced
MAP_01291,Senior Security Engineer,Team Collaboration,0.77,Advanced
MAP_01292,Senior Security Engineer,Tailwind CSS,0.82,Beginner
MAP_01293,Node.js Developer,Model Evaluation,0.65,Beginner
MAP_01294,Node.js Developer,GPT,0.62,Beginner
MAP_01295,Data Architect,NLP,0.82,Advanced
MAP_01296,Data Architect,Logging,0.78,Intermediate
MAP_01297,Senior QA Engineer,Firewalls,0.84,Beginner
MAP_01298,Senior QA Engineer,Team Collaboration,0.9,Beginner
MAP_01299,Cloud Security Engineer,Apache Spark,0.71,Advanced
MAP_01300,Cloud Security Engineer,GitLab CI,0.74,Beginner
MAP_01301,Cloud Security Engineer,Security Architecture,0.86,Intermediate
MAP_01302,Cloud Security Engineer,Vue.js,0.9,Beginner
MAP_01303,Frontend Engineer,Data Pipeline,0.92,Intermediate
MAP_01304,Frontend Engineer,Express,0.85,Beginner
MAP_01305,NLP Engineer,Leadership,0.74,Intermediate
MAP_01306,NLP Engineer,React Testing Library,0.88,Intermediate
MAP_01307,NLP Engineer,Webpack,0.99,Beginner
MAP_01308,VP of Engineering,HTML/CSS,0.85,Beginner
MAP_01309,VP of Engineering,SOC 2,0.96,Advanced
MAP_01310,Systems Engineer,OAuth,0.63,Advanced
MAP_01311,Systems Engineer,Transformers,0.86,Advanced
MAP_01312,Systems Engineer,Cost Optimization,0.81,Advanced
MAP_01313,Application Security Engineer,Prometheus,0.75,Beginner
MAP_01314,Application Security Engineer,Vite,0.9,Beginner
MAP_01315,Application Security Engineer,Google Cloud Platform,0.64,Advanced
MAP_01316,Application Security Engineer,JWT,0.85,Advanced
MAP_01317,Product Manager,OWASP,0.89,Advanced
MAP_01318,Product Manager,Hive,0.66,Beginner
MAP_01319,Solutions Engineer,Computer Vision,0.71,Intermediate
MAP_01320,Solutions Engineer,Team Collaboration,0.73,Intermediate
MAP_01321,Solutions Engineer,Session Management,0.73,Advanced
MAP_01322,VP of Engineering,JWT,0.8,Advanced
MAP_01323,VP of Engineering,Terraform,0.65,Intermediate
MAP_01324,Incident Response Engineer,Big Data,0.84,Advanced
MAP_01325,Incident Response Engineer,Negotiation,0.6,Intermediate
MAP_01326,NLP Engineer,Neural Networks,0.97,Intermediate
MAP_01327,NLP Engineer,Database Management,0.73,Intermediate
MAP_01328,Analytics Engineer,Observability,0.91,Beginner
MAP_01329,Analytics Engineer,OWASP,0.81,Intermediate
MAP_01330,Analytics Engineer,RESTful APIs,0.64,Advanced
MAP_01331,Big Data Engineer,ELK Stack,0.63,Intermediate
MAP_01332,Big Data Engineer,Grafana,0.67,Beginner
MAP_01333,Big Data Engineer,Responsive Design,0.84,Intermediate
MAP_01334,AWS Solutions Architect,Vulnerability Assessment,0.74,Beginner
MAP_01335,AWS Solutions Architect,SSL/TLS,0.68,Advanced
MAP_01336,AWS Solutions Architect,SQL,0.73,Advanced
MAP_01337,AWS Solutions Architect,Docker,0.78,Intermediate
MAP_01338,Games Engineer,Presto,0.64,Advanced
MAP_01339,Games Engineer,JavaScript,0.7,Beginner
MAP_01340,Games Engineer,Security Architecture,0.74,Beginner
MAP_01341,Games Engineer,Agile/Scrum,0.89,Intermediate
MAP_01342,Analytics Engineer,GitLab CI,0.73,Beginner
MAP_01343,Analytics Engineer,Terraform,0.95,Advanced
MAP_01344,Data Scientist,DevOps,0.86,Advanced
MAP_01345,Data Scientist,Prometheus,0.88,Advanced
MAP_01346,Data Architect,Python Scripting,0.83,Advanced
MAP_01347,Data Architect,Tableau,0.86,Advanced
MAP_01348,Data Architect,AWS,0.88,Advanced
MAP_01349,Data Architect,Penetration Testing,0.84,Advanced
