skill_id,skill_name,category,subcategory,difficulty,related_skills,demand_score
SK_00817,Svelte (Senior),Web Frontend,General,Advanced,,7.39
SK_00818,Svelte (Junior),Web Frontend,General,Advanced,,6.14
SK_00819,Svelte (Expert),Web Frontend,General,Advanced,,7.59
SK_00820,Svelte (Intermediate),Web Frontend,General,Advanced,,7.37
SK_00821,Data Science (Advanced),AI/ML,General,Advanced,,7.17
SK_00822,Data Science (Senior),AI/ML,General,Advanced,,6.8
SK_00823,Data Science (Junior),AI/ML,General,Advanced,,7.56
SK_00824,Data Science (Expert),AI/ML,General,Advanced,,7.46
SK_00825,Data Science (Intermediate),AI/ML,General,Advanced,,7.06
SK_00826,Prometheus (Advanced),DevOps,General,Advanced,,6.13
SK_00827,Prometheus (Senior),DevOps,General,Advanced,,7.62
SK_00828,Prometheus (Junior),DevOps,General,Advanced,,7.78
SK_00829,Prometheus (Expert),DevOps,General,Advanced,,7.74
SK_00830,Prometheus (Intermediate),DevOps,General,Advanced,,6.17
SK_00831,Azure (Advanced),Cloud & Infrastructure,General,Advanced,,6.96
SK_00832,Azure (Senior),Cloud & Infrastructure,General,Advanced,,6.13
SK_00833,Azure (Junior),Cloud & Infrastructure,General,Advanced,,7.86
SK_00834,Azure (Expert),Cloud & Infrastructure,General,Advanced,,6.57
SK_00835,Azure (Intermediate),Cloud & Infrastructure,General,Advanced,,7.03
SK_00836,Presto (Advanced),Data,General,Advanced,,6.65
SK_00837,Presto (Senior),Data,General,Advanced,,7.95
SK_00838,Presto (Junior),Data,General,Advanced,,6.61
SK_00839,Presto (Expert),Data,General,Advanced,,6.33
SK_00840,Presto (Intermediate),Data,General,Advanced,,6.34
SK_00841,React Advanced,Web Frontend,General,Intermediate,,9.81
SK_00842,React Intermediate,Web Frontend,General,Intermediate,,9.36
SK_00843,React Beginner,Web Frontend,General,Beginner,,9.83
SK_00844,React Expert,Web Frontend,General,Intermediate,,9.58
SK_00845,Django Advanced,Web Backend,General,Advanced,,7.01
SK_00846,Django Intermediate,Web Backend,General,Advanced,,7.13
SK_00847,Django Beginner,Web Backend,General,Beginner,,7.23
SK_00848,Django Expert,Web Backend,General,Advanced,,6.45
SK_00849,FastAPI Advanced,Web Backend,General,Advanced,,7.23
SK_00850,FastAPI Intermediate,Web Backend,General,Advanced,,7.43
SK_00851,FastAPI Beginner,Web Backend,General,Beginner,,6.27
SK_00852,FastAPI Expert,Web Backend,General,Advanced,,6.96
SK_00853,PostgreSQL Advanced,Web Backend,General,Intermediate,,6.54
SK_00854,PostgreSQL Intermediate,Web Backend,General,Intermediate,,6.82
SK_00855,PostgreSQL Beginner,Web Backend,General,Beginner,,7.63
SK_00856,PostgreSQL Expert,Web Backend,General,Intermediate,,6.69
SK_00857,Docker Advanced,Cloud & Infrastructure,General,Advanced,,9.92
SK_00858,Docker Intermediate,Cloud & Infrastructure,General,Advanced,,9.95
SK_00859,Docker Beginner,Cloud & Infrastructure,General,Beginner,,9.31
SK_00860,Docker Expert,Cloud & Infrastructure,General,Advanced,,8.87
SK_00861,Kubernetes Advanced,Cloud & Infrastructure,General,Advanced,,9.03
SK_00862,Kubernetes Intermediate,Cloud & Infrastructure,General,Advanced,,9.28
SK_00863,Kubernetes Beginner,Cloud & Infrastructure,General,Beginner,,8.72
SK_00864,Kubernetes Expert,Cloud & Infrastructure,General,Advanced,,9.15
SK_00865,AWS Advanced,Cloud & Infrastructure,General,Advanced,,9.99
SK_00866,AWS Intermediate,Cloud & Infrastructure,General,Advanced,,9.07
SK_00867,AWS Beginner,Cloud & Infrastructure,General,Beginner,,9.35
SK_00868,AWS Expert,Cloud & Infrastructure,General,Advanced,,9.55
SK_00869,Azure Advanced,Cloud & Infrastructure,General,Advanced,,6.1
SK_00870,Azure Intermediate,Cloud & Infrastructure,General,Advanced,,6.39
SK_00871,Azure Beginner,Cloud & Infrastructure,General,Beginner,,6.16
SK_00872,Azure Expert,Cloud & Infrastructure,General,Advanced,,7.72
