job_id,job_title,field,industry,experience_level,education_required,required_skills,preferred_skills,job_type,location,salary_min,salary_max,remote_option,description,education_standardized,experience_years_proxy,experience_score,education_score,combined_job_text,job_tokens_lemmas
JOB_01244,database administrator,database,education,lead,master,flask;logging;hive;application security;linux,nuxt.js;tensorflow;jwt,contract,"austin, usa",52500,105000,hybrid,seeking database administrator with skills: flask;logging;hive;application,master,12,0.8,0.85,"database administrator database education lead master flask;logging;hive;application security;linux nuxt.js;tensorflow;jwt contract austin, usa hybrid seeking database administrator with skills: flask;logging;hive;application",database administrator database education lead master flask;logging;hive;application security;linux nuxt.js;tensorflow;jwt contract austin usa hybrid seek database administrator skill flask;logging;hive;application
JOB_01245,cloud security engineer,cloud,fintech,mid-level,bachelor,kafka;gdpr;auto scaling;go;redux,mentoring;github actions;gpt,contract,"austin, usa",17500,35000,remote,seeking cloud security engineer with skills: kafka;gdpr;auto scaling;go;red,bachelor,4,0.2667,0.7,"cloud security engineer cloud fintech mid-level bachelor kafka;gdpr;auto scaling;go;redux mentoring;github actions;gpt contract austin, usa remote seeking cloud security engineer with skills: kafka;gdpr;auto scaling;go;red",cloud security engineer cloud fintech mid level bachelor kafka;gdpr;auto scaling;go;redux mentoring;github actions;gpt contract austin usa remote seek cloud security engineer skill kafka;gdpr;auto scaling;go;red
JOB_01246,qa engineer,qa,manufacturing,senior,bachelor,graphql;kafka;cloud architecture;gitlab ci;owasp,keras;penetration testing;graphql,full-time,"lahore, pakistan",10000,20000,on-site,seeking qa engineer with skills: graphql;kafka;cloud architectu,bachelor,8,0.5333,0.7,"qa engineer qa manufacturing senior bachelor graphql;kafka;cloud architecture;gitlab ci;owasp keras;penetration testing;graphql full-time lahore, pakistan on-site seeking qa engineer with skills: graphql;kafka;cloud architectu",qa engineer qa manufacture senior bachelor graphql;kafka;cloud architecture;gitlab ci;owasp keras;penetration testing;graphql full time lahore pakistan site seek qa engineer skill graphql;kafka;cloud architectu
JOB_01247,senior frontend engineer,senior,travel,mid-level,bachelor,zustand;restful apis;gdpr;computer vision;container orchestration,threat modeling;redux;computer vision,contract,"sydney, australia",5000,10000,hybrid,seeking senior frontend engineer with skills: zustand;restful apis;gdpr;comp,bachelor,4,0.2667,0.7,"senior frontend engineer senior travel mid-level bachelor zustand;restful apis;gdpr;computer vision;container orchestration threat modeling;redux;computer vision contract sydney, australia hybrid seeking senior frontend engineer with skills: zustand;restful apis;gdpr;comp",senior frontend engineer senior travel mid level bachelor zustand;restful apis;gdpr;computer vision;container orchestration threat modeling;redux;computer vision contract sydney australia hybrid seek senior frontend engineer skill zustand;restful apis;gdpr;comp
JOB_01248,automation engineer,automation,transportation,lead,master,service mesh;jest;linux;threat modeling;monitoring tools,elk stack;bash;django,hybrid,"toronto, canada",37500,75000,hybrid,seeking automation engineer with skills: service mesh;jest;linux;threat,master,12,0.8,0.85,"automation engineer automation transportation lead master service mesh;jest;linux;threat modeling;monitoring tools elk stack;bash;django hybrid toronto, canada hybrid seeking automation engineer with skills: service mesh;jest;linux;threat",automation engineer automation transportation lead master service mesh;jest;linux;threat modeling;monitoring tool elk stack;bash;django hybrid toronto canada hybrid seek automation engineer skill service mesh;jest;linux;threat
JOB_01249,senior data scientist,senior,edtech,junior,any,machine learning;bert;model evaluation;message queues;next.js,stream processing;tensorflow;bash,contract,"portland, usa",7000,17500,remote,seeking senior data scientist with skills: machine learning;bert;model ev,any,1,0.0667,0.4,"senior data scientist senior edtech junior any machine learning;bert;model evaluation;message queues;next.js stream processing;tensorflow;bash contract portland, usa remote seeking senior data scientist with skills: machine learning;bert;model ev",senior datum scientist senior edtech junior machine learning;bert;model evaluation;message queues;next.js stream processing;tensorflow;bash contract portland usa remote seek senior datum scientist skill machine learning;bert;model ev
JOB_01250,senior frontend engineer,senior,transportation,lead,any,jest;vite;critical thinking;model evaluation;application security,llm;node.js;project management,hybrid,"chicago, usa",52500,105000,on-site,seeking senior frontend engineer with skills: jest;vite;critical thinking;mo,any,12,0.8,0.4,"senior frontend engineer senior transportation lead any jest;vite;critical thinking;model evaluation;application security llm;node.js;project management hybrid chicago, usa on-site seeking senior frontend engineer with skills: jest;vite;critical thinking;mo",senior frontend engineer senior transportation lead jest;vite;critical thinking;model evaluation;application security llm;node.js;project management hybrid chicago usa site seek senior frontend engineer skill jest;vite;critical thinking;mo
JOB_01251,cto,cto,automotive,lead,bachelor,typescript;configuration management;data science;jenkins;python,authorization;computer vision;authentication,full-time,"london, uk",37500,75000,on-site,seeking cto with skills: typescript;configuration manag,bachelor,12,0.8,0.7,"cto cto automotive lead bachelor typescript;configuration management;data science;jenkins;python authorization;computer vision;authentication full-time london, uk on-site seeking cto with skills: typescript;configuration manag",cto cto automotive lead bachelor typescript;configuration management;data science;jenkins;python authorization;computer vision;authentication full time london uk site seek cto skill typescript;configuration manag
JOB_01252,devops engineer,devops,logistics,mid-level,bachelor,react;vulnerability assessment;python scripting;configuration management;gpt,session management;data warehouse;soc 2,full-time,"san francisco, usa",17500,35000,hybrid,seeking devops engineer with skills: react;vulnerability assessment,bachelor,4,0.2667,0.7,"devops engineer devops logistics mid-level bachelor react;vulnerability assessment;python scripting;configuration management;gpt session management;data warehouse;soc 2 full-time san francisco, usa hybrid seeking devops engineer with skills: react;vulnerability assessment",devops engineer devops logistics mid level bachelor react;vulnerability assessment;python scripting;configuration management;gpt session management;data warehouse;soc 2 full time san francisco usa hybrid seek devop engineer skill react;vulnerability assessment
JOB_01253,backend engineer,backend,media,junior,bachelor,machine learning;etl;rust;docker;react testing library,django;kafka;vue.js,hybrid,"faisalabad, pakistan",2000,5000,hybrid,seeking backend engineer with skills: machine learning;etl;rust;dock,bachelor,1,0.0667,0.7,"backend engineer backend media junior bachelor machine learning;etl;rust;docker;react testing library django;kafka;vue.js hybrid faisalabad, pakistan hybrid seeking backend engineer with skills: machine learning;etl;rust;dock",backend engineer backend media junior bachelor machine learning;etl;rust;docker;react testing library django;kafka;vue.js hybrid faisalabad pakistan hybrid seek backend engineer skill machine learning;etl;rust;dock
JOB_01254,devops engineer,devops,education,senior,bachelor,ci;cd;fastapi;linux;python;machine learning,sre;redis;authentication,hybrid,"bangalore, india",10000,20000,remote,seeking devops engineer with skills: ci/cd;fastapi;linux;python;mac,bachelor,8,0.5333,0.7,"devops engineer devops education senior bachelor ci;cd;fastapi;linux;python;machine learning sre;redis;authentication hybrid bangalore, india remote seeking devops engineer with skills: ci/cd;fastapi;linux;python;mac",devops engineer devops education senior bachelor ci;cd;fastapi;linux;python;machine learn sre;redis;authentication hybrid bangalore india remote seek devop engineer skill ci cd;fastapi;linux;python;mac
JOB_01255,penetration tester,penetration,e-commerce,senior,bachelor,devops;authorization;hive;prometheus;deep learning,nlp;cloud security;monitoring tools,contract,"dubai, uae",10000,20000,on-site,seeking penetration tester with skills: devops;authorization;hive;prom,bachelor,8,0.5333,0.7,"penetration tester penetration e-commerce senior bachelor devops;authorization;hive;prometheus;deep learning nlp;cloud security;monitoring tools contract dubai, uae on-site seeking penetration tester with skills: devops;authorization;hive;prom",penetration tester penetration e commerce senior bachelor devops;authorization;hive;prometheus;deep learn nlp;cloud security;monitoring tool contract dubai uae site seek penetration tester skill devops;authorization;hive;prom
JOB_01256,database administrator,database,media,senior,master,authentication;nuxt.js;leadership;kafka;observability,bert;sre;authorization,full-time,"chicago, usa",35000,70000,on-site,seeking database administrator with skills: authentication;nuxt.js;leaders,master,8,0.5333,0.85,"database administrator database media senior master authentication;nuxt.js;leadership;kafka;observability bert;sre;authorization full-time chicago, usa on-site seeking database administrator with skills: authentication;nuxt.js;leaders",database administrator database medium senior master authentication;nuxt.js;leadership;kafka;observability bert;sre;authorization full time chicago usa site seek database administrator skill authentication;nuxt.js;leader
JOB_01257,ai/ml architect,ai/ml,manufacturing,junior,bachelor,problem solving;jenkins;data visualization;sre;database management,gdpr;tableau;problem solving,hybrid,"tokyo, japan",2000,5000,remote,seeking ai/ml architect with skills: problem solving;jenkins;data v,bachelor,1,0.0667,0.7,"ai/ml architect ai/ml manufacturing junior bachelor problem solving;jenkins;data visualization;sre;database management gdpr;tableau;problem solving hybrid tokyo, japan remote seeking ai/ml architect with skills: problem solving;jenkins;data v",ai ml architect ai ml manufacture junior bachelor problem solving;jenkins;data visualization;sre;database management gdpr;tableau;problem solve hybrid tokyo japan remote seek ai ml architect skill problem solving;jenkins;data v
JOB_01258,senior devops engineer,senior,insurtech,lead,bachelor,apache flink;configuration management;stream processing;vulnerability assessment;angular,sre;machine learning;ssl;tls,full-time,"denver, usa",52500,105000,on-site,seeking senior devops engineer with skills: apache flink;configuration man,bachelor,12,0.8,0.7,"senior devops engineer senior insurtech lead bachelor apache flink;configuration management;stream processing;vulnerability assessment;angular sre;machine learning;ssl;tls full-time denver, usa on-site seeking senior devops engineer with skills: apache flink;configuration man",senior devop engineer senior insurtech lead bachelor apache flink;configuration management;stream processing;vulnerability assessment;angular sre;machine learning;ssl;tls full time denver usa site seek senior devop engineer skill apache flink;configuration man
JOB_01259,typescript developer,typescript,telecommunications,senior,any,project management;go;jwt;cloud security;service mesh,performance optimization;firewalls;java,hybrid,"peshawar, pakistan",10000,20000,remote,seeking typescript developer with skills: project management;go;jwt;clou,any,8,0.5333,0.4,"typescript developer typescript telecommunications senior any project management;go;jwt;cloud security;service mesh performance optimization;firewalls;java hybrid peshawar, pakistan remote seeking typescript developer with skills: project management;go;jwt;clou",typescript developer typescript telecommunication senior project management;go;jwt;cloud security;service mesh performance optimization;firewalls;java hybrid peshawar pakistan remote seek typescript developer skill project management;go;jwt;clou
JOB_01260,automation engineer,automation,edtech,senior,any,apache flink;looker;node.js;presto;hive,computer vision;devops;typescript,full-time,"los angeles, usa",35000,70000,remote,seeking automation engineer with skills: apache flink;looker;node.js;pr,any,8,0.5333,0.4,"automation engineer automation edtech senior any apache flink;looker;node.js;presto;hive computer vision;devops;typescript full-time los angeles, usa remote seeking automation engineer with skills: apache flink;looker;node.js;pr",automation engineer automation edtech senior apache flink;looker;node.js;presto;hive computer vision;devops;typescript full time los angeles usa remote seek automation engineer skill apache flink;looker;node.js;pr
JOB_01261,data scientist,data,healthcare,lead,any,docker;agile;scrum;scikit-learn;tableau;vulnerability assessment,material ui;communication;linux,full-time,"karachi, pakistan",15000,30000,remote,seeking data scientist with skills: docker;agile/scrum;scikit-lear,any,12,0.8,0.4,"data scientist data healthcare lead any docker;agile;scrum;scikit-learn;tableau;vulnerability assessment material ui;communication;linux full-time karachi, pakistan remote seeking data scientist with skills: docker;agile/scrum;scikit-lear",data scientist data healthcare lead docker;agile;scrum;scikit learn;tableau;vulnerability assessment material ui;communication;linux full time karachi pakistan remote seek datum scientist skill docker;agile scrum;scikit lear
JOB_01262,node.js developer,node.js,transportation,lead,master,security architecture;ci;cd;incident response;javascript;python scripting,llm;stream processing;hyperparameter tuning,full-time,"new york, usa",52500,105000,on-site,seeking node.js developer with skills: security architecture;ci/cd;in,master,12,0.8,0.85,"node.js developer node.js transportation lead master security architecture;ci;cd;incident response;javascript;python scripting llm;stream processing;hyperparameter tuning full-time new york, usa on-site seeking node.js developer with skills: security architecture;ci/cd;in",node.js developer node.js transportation lead master security architecture;ci;cd;incident response;javascript;python scripting llm;stream processing;hyperparameter tune full time new york usa site seek node.js developer skill security architecture;ci cd;in
JOB_01263,security architect,security,transportation,lead,bachelor,restful apis;google cloud platform;communication;probability;linux,machine learning;auto scaling;node.js,contract,"san francisco, usa",52500,105000,hybrid,seeking security architect with skills: restful apis;google cloud plat,bachelor,12,0.8,0.7,"security architect security transportation lead bachelor restful apis;google cloud platform;communication;probability;linux machine learning;auto scaling;node.js contract san francisco, usa hybrid seeking security architect with skills: restful apis;google cloud plat",security architect security transportation lead bachelor restful apis;google cloud platform;communication;probability;linux machine learning;auto scaling;node.js contract san francisco usa hybrid seek security architect skill restful apis;google cloud plat
JOB_01264,ai research scientist,ai,finance,lead,bachelor,keras;bash;monitoring tools;llm;service mesh,probability;bash;project management,hybrid,"miami, usa",52500,105000,hybrid,seeking ai research scientist with skills: keras;bash;monitoring tools;ll,bachelor,12,0.8,0.7,"ai research scientist ai finance lead bachelor keras;bash;monitoring tools;llm;service mesh probability;bash;project management hybrid miami, usa hybrid seeking ai research scientist with skills: keras;bash;monitoring tools;ll",ai research scientist ai finance lead bachelor keras;bash;monitore tools;llm;service mesh probability;bash;project management hybrid miami usa hybrid seeking ai research scientist skill keras;bash;monitore tools;ll
JOB_01265,react developer,react,telecommunications,lead,master,next.js;redux;neural networks;security architecture;logging,machine learning;vue.js;logging,full-time,"london, uk",37500,75000,remote,seeking react developer with skills: next.js;redux;neural networks;,master,12,0.8,0.85,"react developer react telecommunications lead master next.js;redux;neural networks;security architecture;logging machine learning;vue.js;logging full-time london, uk remote seeking react developer with skills: next.js;redux;neural networks;",react developer react telecommunication lead master next.js;redux;neural networks;security architecture;logging machine learning;vue.js;logge full time london uk remote seek react developer skill next.js;redux;neural network
JOB_01266,machine learning engineer,machine,healthcare,senior,any,negotiation;big data;elasticsearch;mentoring;keras,logging;elasticsearch;aws,full-time,"faisalabad, pakistan",10000,20000,on-site,seeking machine learning engineer with skills: negotiation;big data;elasticse,any,8,0.5333,0.4,"machine learning engineer machine healthcare senior any negotiation;big data;elasticsearch;mentoring;keras logging;elasticsearch;aws full-time faisalabad, pakistan on-site seeking machine learning engineer with skills: negotiation;big data;elasticse",machine learn engineer machine healthcare senior negotiation;big data;elasticsearch;mentoring;kera logging;elasticsearch;aws full time faisalabad pakistan site seek machine learn engineer skill negotiation;big data;elasticse
JOB_01267,cloud architect,cloud,gaming,mid-level,bachelor,communication;data visualization;zustand;node.js;linux,llm;security architecture;kubernetes,full-time,"toronto, canada",12500,25000,remote,seeking cloud architect with skills: communication;data visualizati,bachelor,4,0.2667,0.7,"cloud architect cloud gaming mid-level bachelor communication;data visualization;zustand;node.js;linux llm;security architecture;kubernetes full-time toronto, canada remote seeking cloud architect with skills: communication;data visualizati",cloud architect cloud game mid level bachelor communication;data visualization;zustand;node.js;linux llm;security architecture;kubernetes full time toronto canada remote seek cloud architect skill communication;data visualizati
JOB_01268,systems engineer,systems,education,mid-level,master,node.js;jest;incident response;neural networks;sre,big data;sql;html;css,hybrid,hong kong,5000,10000,remote,seeking systems engineer with skills: node.js;jest;incident response,master,4,0.2667,0.85,systems engineer systems education mid-level master node.js;jest;incident response;neural networks;sre big data;sql;html;css hybrid hong kong remote seeking systems engineer with skills: node.js;jest;incident response,system engineer system education mid level master node.js;jest;incident response;neural networks;sre big data;sql;html;css hybrid hong kong remote seek system engineer skill node.js;jest;incident response
JOB_01269,senior security engineer,senior,logistics,lead,master,cryptography;load balancing;security architecture;redux;infrastructure automation,performance optimization;critical thinking;microservices,contract,"manchester, uk",37500,75000,hybrid,seeking senior security engineer with skills: cryptography;load balancing;se,master,12,0.8,0.85,"senior security engineer senior logistics lead master cryptography;load balancing;security architecture;redux;infrastructure automation performance optimization;critical thinking;microservices contract manchester, uk hybrid seeking senior security engineer with skills: cryptography;load balancing;se",senior security engineer senior logistic lead master cryptography;load balancing;security architecture;redux;infrastructure automation performance optimization;critical thinking;microservice contract manchester uk hybrid seek senior security engineer skill cryptography;load balancing;se
JOB_01270,nlp engineer,nlp,media,junior,any,power bi;python scripting;tensorflow;gpt;azure,web accessibility;etl;authorization,hybrid,"boston, usa",7000,17500,on-site,seeking nlp engineer with skills: power bi;python scripting;tens,any,1,0.0667,0.4,"nlp engineer nlp media junior any power bi;python scripting;tensorflow;gpt;azure web accessibility;etl;authorization hybrid boston, usa on-site seeking nlp engineer with skills: power bi;python scripting;tens",nlp engineer nlp media junior power bi;python scripting;tensorflow;gpt;azure web accessibility;etl;authorization hybrid boston usa site seek nlp engineer skill power bi;python scripting;ten
JOB_01271,vp of engineering,vp,fintech,mid-level,any,angular;gitlab ci;hive;security compliance;session management,scikit-learn;javascript;adaptability,hybrid,"amsterdam, netherlands",5000,10000,remote,seeking vp of engineering with skills: angular;gitlab ci;hive;securit,any,4,0.2667,0.4,"vp of engineering vp fintech mid-level any angular;gitlab ci;hive;security compliance;session management scikit-learn;javascript;adaptability hybrid amsterdam, netherlands remote seeking vp of engineering with skills: angular;gitlab ci;hive;securit",vp engineering vp fintech mid level angular;gitlab ci;hive;security compliance;session management scikit learn;javascript;adaptability hybrid amsterdam netherlands remote seeking vp engineering skill angular;gitlab ci;hive;securit
JOB_01272,test architect,test,e-commerce,lead,bachelor,api gateway;deep learning;restful apis;container orchestration;terraform,javascript;prometheus;authentication,contract,"chicago, usa",52500,105000,remote,seeking test architect with skills: api gateway;deep learning;rest,bachelor,12,0.8,0.7,"test architect test e-commerce lead bachelor api gateway;deep learning;restful apis;container orchestration;terraform javascript;prometheus;authentication contract chicago, usa remote seeking test architect with skills: api gateway;deep learning;rest",test architect test e commerce lead bachelor api gateway;deep learning;restful apis;container orchestration;terraform javascript;prometheus;authentication contract chicago usa remote seek test architect skill api gateway;deep learning;rest
JOB_01273,nlp engineer,nlp,e-commerce,junior,any,llm;probability;ci;cd;apache spark;redis,cloud architecture;leadership;react,full-time,"multan, pakistan",2000,5000,on-site,seeking nlp engineer with skills: llm;probability;ci/cd;apache s,any,1,0.0667,0.4,"nlp engineer nlp e-commerce junior any llm;probability;ci;cd;apache spark;redis cloud architecture;leadership;react full-time multan, pakistan on-site seeking nlp engineer with skills: llm;probability;ci/cd;apache s",nlp engineer nlp e commerce junior llm;probability;ci;cd;apache spark;redis cloud architecture;leadership;react full time multan pakistan site seek nlp engineer skill llm;probability;ci cd;apache
JOB_01274,senior data scientist,senior,logistics,junior,bachelor,application security;vite;security compliance;mentoring;fastapi,apache flink;llm;nuxt.js,contract,"portland, usa",7000,17500,on-site,seeking senior data scientist with skills: application security;vite;secu,bachelor,1,0.0667,0.7,"senior data scientist senior logistics junior bachelor application security;vite;security compliance;mentoring;fastapi apache flink;llm;nuxt.js contract portland, usa on-site seeking senior data scientist with skills: application security;vite;secu",senior datum scientist senior logistic junior bachelor application security;vite;security compliance;mentoring;fastapi apache flink;llm;nuxt.js contract portland usa site seek senior datum scientist skill application security;vite;secu
JOB_01275,network engineer,network,edtech,junior,any,restful apis;python;apache flink;statistics;data visualization,vite;nlp;cost optimization,hybrid,"manchester, uk",5000,12500,remote,seeking network engineer with skills: restful apis;python;apache fli,any,1,0.0667,0.4,"network engineer network edtech junior any restful apis;python;apache flink;statistics;data visualization vite;nlp;cost optimization hybrid manchester, uk remote seeking network engineer with skills: restful apis;python;apache fli",network engineer network edtech junior restful apis;python;apache flink;statistics;data visualization vite;nlp;cost optimization hybrid manchester uk remote seek network engineer skill restful apis;python;apache fli
JOB_01276,frontend engineer,frontend,real estate,senior,any,cost optimization;application security;go;react;agile;scrum,statistics;go;penetration testing,hybrid,"austin, usa",35000,70000,on-site,seeking frontend engineer with skills: cost optimization;application,any,8,0.5333,0.4,"frontend engineer frontend real estate senior any cost optimization;application security;go;react;agile;scrum statistics;go;penetration testing hybrid austin, usa on-site seeking frontend engineer with skills: cost optimization;application",frontend engineer frontend real estate senior cost optimization;application security;go;react;agile;scrum statistics;go;penetration testing hybrid austin usa site seek frontend engineer skill cost optimization;application
JOB_01277,big data engineer,big,education,junior,master,neural networks;tailwind css;iso 27001;keras;node.js,kafka;api gateway;next.js,contract,"manchester, uk",5000,12500,remote,seeking big data engineer with skills: neural networks;tailwind css;i,master,1,0.0667,0.85,"big data engineer big education junior master neural networks;tailwind css;iso 27001;keras;node.js kafka;api gateway;next.js contract manchester, uk remote seeking big data engineer with skills: neural networks;tailwind css;i",big datum engineer big education junior master neural networks;tailwind css;iso 27001;keras;node.js kafka;api gateway;next.js contract manchester uk remote seek big datum engineer skill neural networks;tailwind css;i
JOB_01278,cloud security engineer,cloud,energy,mid-level,master,python;auto scaling;node.js;hive;hadoop,keras;react testing library;infrastructure automation,contract,"new york, usa",17500,35000,on-site,seeking cloud security engineer with skills: python;auto scaling;node.js;hi,master,4,0.2667,0.85,"cloud security engineer cloud energy mid-level master python;auto scaling;node.js;hive;hadoop keras;react testing library;infrastructure automation contract new york, usa on-site seeking cloud security engineer with skills: python;auto scaling;node.js;hi",cloud security engineer cloud energy mid level master python;auto scaling;node.js;hive;hadoop keras;react testing library;infrastructure automation contract new york usa site seek cloud security engineer skill python;auto scaling;node.js;hi
JOB_01279,network engineer,network,retail,lead,bachelor,critical thinking;node.js;database management;python;team collaboration,network security;kubernetes;session management,hybrid,"quetta, pakistan",15000,30000,remote,seeking network engineer with skills: critical thinking;node.js;data,bachelor,12,0.8,0.7,"network engineer network retail lead bachelor critical thinking;node.js;database management;python;team collaboration network security;kubernetes;session management hybrid quetta, pakistan remote seeking network engineer with skills: critical thinking;node.js;data",network engineer network retail lead bachelor critical thinking;node.js;database management;python;team collaboration network security;kubernetes;session management hybrid quetta pakistan remote seek network engineer skill critical thinking;node.js;data
JOB_01280,application security engineer,application,e-commerce,lead,master,mongodb;load balancing;threat modeling;authorization;apache flink,power bi;feature engineering;monitoring,contract,"boston, usa",52500,105000,on-site,seeking application security engineer with skills: mongodb;load balancing;threat,master,12,0.8,0.85,"application security engineer application e-commerce lead master mongodb;load balancing;threat modeling;authorization;apache flink power bi;feature engineering;monitoring contract boston, usa on-site seeking application security engineer with skills: mongodb;load balancing;threat",application security engineer application e commerce lead master mongodb;load balancing;threat modeling;authorization;apache flink power bi;feature engineering;monitore contract boston usa site seek application security engineer skill mongodb;load balancing;threat
JOB_01281,director of engineering,director,technology,senior,master,django;session management;java;configuration management;negotiation,api gateway;etl;database management,contract,"quetta, pakistan",10000,20000,hybrid,seeking director of engineering with skills: django;session management;java,master,8,0.5333,0.85,"director of engineering director technology senior master django;session management;java;configuration management;negotiation api gateway;etl;database management contract quetta, pakistan hybrid seeking director of engineering with skills: django;session management;java",director engineering director technology senior master django;session management;java;configuration management;negotiation api gateway;etl;database management contract quetta pakistan hybrid seek director engineering skill django;session management;java
JOB_01282,database administrator,database,energy,junior,master,graphql;transformers;bert;scikit-learn;monitoring tools,tailwind css;firewalls;sql,hybrid,"new york, usa",7000,17500,hybrid,seeking database administrator with skills: graphql;transformers;bert;scik,master,1,0.0667,0.85,"database administrator database energy junior master graphql;transformers;bert;scikit-learn;monitoring tools tailwind css;firewalls;sql hybrid new york, usa hybrid seeking database administrator with skills: graphql;transformers;bert;scik",database administrator database energy junior master graphql;transformers;bert;scikit learn;monitore tool tailwind css;firewalls;sql hybrid new york usa hybrid seek database administrator skill graphql;transformers;bert;scik
JOB_01283,mobile engineer,mobile,healthcare,mid-level,bachelor,apache flink;computer vision;prometheus;security compliance;gpt,vite;adaptability;gitlab ci,full-time,"miami, usa",17500,35000,on-site,seeking mobile engineer with skills: apache flink;computer vision;p,bachelor,4,0.2667,0.7,"mobile engineer mobile healthcare mid-level bachelor apache flink;computer vision;prometheus;security compliance;gpt vite;adaptability;gitlab ci full-time miami, usa on-site seeking mobile engineer with skills: apache flink;computer vision;p",mobile engineer mobile healthcare mid level bachelor apache flink;computer vision;prometheus;security compliance;gpt vite;adaptability;gitlab ci full time miami usa site seek mobile engineer skill apache flink;computer vision;p
JOB_01284,incident response engineer,incident,retail,senior,any,problem solving;llm;vulnerability assessment;infrastructure as code;javascript,gitlab ci;data pipeline;mentoring,contract,"quetta, pakistan",10000,20000,hybrid,seeking incident response engineer with skills: problem solving;llm;vulnerabil,any,8,0.5333,0.4,"incident response engineer incident retail senior any problem solving;llm;vulnerability assessment;infrastructure as code;javascript gitlab ci;data pipeline;mentoring contract quetta, pakistan hybrid seeking incident response engineer with skills: problem solving;llm;vulnerabil",incident response engineer incident retail senior problem solving;llm;vulnerability assessment;infrastructure code;javascript gitlab ci;data pipeline;mentoring contract quetta pakistan hybrid seek incident response engineer skill problem solving;llm;vulnerabil
JOB_01285,cto,cto,energy,senior,any,negotiation;data science;session management;redis;configuration management,bert;javascript;google cloud platform,contract,"berlin, germany",25000,50000,remote,seeking cto with skills: negotiation;data science;sessi,any,8,0.5333,0.4,"cto cto energy senior any negotiation;data science;session management;redis;configuration management bert;javascript;google cloud platform contract berlin, germany remote seeking cto with skills: negotiation;data science;sessi",cto cto energy senior negotiation;data science;session management;redis;configuration management bert;javascript;google cloud platform contract berlin germany remote seek cto skill negotiation;data science;sessi
JOB_01286,incident response engineer,incident,healthcare,junior,any,google cloud platform;gitlab ci;soc 2;data science;zustand,iso 27001;probability;data pipeline,full-time,hong kong,2000,5000,hybrid,seeking incident response engineer with skills: google cloud platform;gitlab c,any,1,0.0667,0.4,incident response engineer incident healthcare junior any google cloud platform;gitlab ci;soc 2;data science;zustand iso 27001;probability;data pipeline full-time hong kong hybrid seeking incident response engineer with skills: google cloud platform;gitlab c,incident response engineer incident healthcare junior google cloud platform;gitlab ci;soc 2;data science;zustand iso 27001;probability;data pipeline full time hong kong hybrid seek incident response engineer skill google cloud platform;gitlab c
JOB_01287,security engineer,security,manufacturing,senior,master,aws;infrastructure automation;docker;adaptability;flask,elk stack;jenkins;mentoring,full-time,"multan, pakistan",10000,20000,hybrid,seeking security engineer with skills: aws;infrastructure automation;,master,8,0.5333,0.85,"security engineer security manufacturing senior master aws;infrastructure automation;docker;adaptability;flask elk stack;jenkins;mentoring full-time multan, pakistan hybrid seeking security engineer with skills: aws;infrastructure automation;",security engineer security manufacturing senior master aws;infrastructure automation;docker;adaptability;flask elk stack;jenkins;mentore full time multan pakistan hybrid seek security engineer skill aws;infrastructure automation
JOB_01288,kubernetes engineer,kubernetes,telecommunications,lead,bachelor,fastapi;cryptography;cloud architecture;auto scaling;data pipeline,apache spark;html;css;gitlab ci,contract,"berlin, germany",37500,75000,hybrid,seeking kubernetes engineer with skills: fastapi;cryptography;cloud arc,bachelor,12,0.8,0.7,"kubernetes engineer kubernetes telecommunications lead bachelor fastapi;cryptography;cloud architecture;auto scaling;data pipeline apache spark;html;css;gitlab ci contract berlin, germany hybrid seeking kubernetes engineer with skills: fastapi;cryptography;cloud arc",kubernete engineer kubernete telecommunication lead bachelor fastapi;cryptography;cloud architecture;auto scaling;data pipeline apache spark;html;css;gitlab ci contract berlin germany hybrid seek kubernete engineer skill fastapi;cryptography;cloud arc
JOB_01289,qa engineer,qa,finance,lead,any,sql;mentoring;service mesh;network security;cryptography,material ui;restful apis;model evaluation,hybrid,"bangkok, thailand",15000,30000,remote,seeking qa engineer with skills: sql;mentoring;service mesh;net,any,12,0.8,0.4,"qa engineer qa finance lead any sql;mentoring;service mesh;network security;cryptography material ui;restful apis;model evaluation hybrid bangkok, thailand remote seeking qa engineer with skills: sql;mentoring;service mesh;net",qa engineer qa finance lead sql;mentoring;service mesh;network security;cryptography material ui;restful apis;model evaluation hybrid bangkok thailand remote seek qa engineer skill sql;mentoring;service mesh;net
JOB_01290,full stack developer,full,e-commerce,lead,master,feature engineering;web accessibility;bert;mentoring;postgresql,monitoring;node.js;jwt,hybrid,"manchester, uk",37500,75000,hybrid,seeking full stack developer with skills: feature engineering;web access,master,12,0.8,0.85,"full stack developer full e-commerce lead master feature engineering;web accessibility;bert;mentoring;postgresql monitoring;node.js;jwt hybrid manchester, uk hybrid seeking full stack developer with skills: feature engineering;web access",full stack developer full e commerce lead master feature engineering;web accessibility;bert;mentoring;postgresql monitoring;node.js;jwt hybrid manchester uk hybrid seek full stack developer skill feature engineering;web access
